"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
518,-10.2930242653025,10.113926336545,0.00010705818415087,0.00120482940576137,"lmo1182","AL591824.1",1209821,1210462,"+",642
649,-10.3163985108919,10.1364242943659,0.000116941973391161,0.00129549779897395,"lmo1505","AL591824.1",1535439,1536134,"-",696
690,-10.0852216065766,9.94643973273399,0.000121808530437039,0.00132864997045939,"lmo1618","AL591824.1",1660923,1661363,"-",441
933,-10.1735666142814,10.0164080142601,0.000165072396308659,0.00177128114334114,"lmo2141","AL591824.1",2225471,2225944,"+",474
169,-10.9553839353241,10.7490142027098,0.000167384818905298,0.00177128114334114,"lmo0391","AL591824.1",414928,415227,"+",300
236,-10.0807188899784,9.93529860714551,0.000173077276219953,0.00178618165819732,"lmo0599","AL591824.1",640300,640632,"+",333
1202,-2.08909297512535,11.9394393646146,0.000173831501291417,0.00178618165819732,"lmo2751","AL591824.1",2826515,2828236,"+",1722
1255,-10.1977362921688,10.0333261180897,0.00019203798355435,0.00194507043342906,"lmo2846","AL591824.1",2934709,2935070,"-",362
407,-10.0381234660882,9.89344898112287,0.000234683786766454,0.00234353246221712,"ptsH","AL591824.1",1032924,1033190,"+",267
815,-2.39071056607017,11.2715688720658,0.000250687483021658,0.00246857535364383,"aspB","AL591824.1",1970343,1971524,"-",1182
874,-10.1248268040659,9.96650300705733,0.000259879466812491,0.00252403482150761,"lmo2021","AL591824.1",2100845,2101366,"-",522
280,-2.30496605879415,11.1847570616044,0.000294640821751147,0.0028229776029941,"lmo0705","AL591824.1",738191,739711,"+",1521
1120,-2.32499980041416,11.2042798158939,0.000319635432481138,0.00294358285829108,"lmo2550","AL591824.1",2625414,2626361,"-",948
603,-2.25908556386927,11.1464373069662,0.000321829352537908,0.00294358285829108,"lmo1392","AL591824.1",1418803,1420095,"+",1293
1181,-10.0643989488932,9.91510455366968,0.000323875275841447,0.00294358285829108,"lmo2707","AL591824.1",2780577,2780798,"-",222
377,-2.39186238743175,11.2718342524081,0.000326845688625161,0.00294358285829108,"lmo0917","AL591824.1",952318,953769,"+",1452
1038,-2.28323524725645,11.1618782125127,0.000327987370669951,0.00294358285829108,"lmo2341","AL591824.1",2409875,2410993,"-",1119
670,-2.31654492517594,11.1998573199514,0.000347877979625038,0.0030830685944269,"hemA","AL591824.1",1593100,1594407,"-",1308
41,-2.30704243916031,11.1855852667841,0.000362147147452258,0.00316990527831668,"lmo0089","AL591824.1",97381,98412,"+",1032
278,-9.87213651063881,9.73373328544727,0.000385946372631656,0.00333702412433956,"lmo0703","AL591824.1",737269,737733,"+",465
294,-9.89650478545434,9.77122086422676,0.000407984888713044,0.00348507573611504,"lmo0719","AL591824.1",749985,750311,"+",327
472,-10.0094345172139,9.84442454062571,0.000413330889085527,0.00348870952811475,"lmo1107","AL591824.1",1144533,1144928,"-",396
188,-2.25926985479415,11.1417752197855,0.000429520210181272,0.00358270387080614,"lmo0428","AL591824.1",447804,448910,"+",1107
179,-9.8541190240592,9.72622386991949,0.000442253958463999,0.00364602391338343,"lmo0416","AL591824.1",439009,439212,"+",204
682,-2.2069085202839,11.0921031605663,0.000456634649163472,0.00369562492670599,"lmo1593","AL591824.1",1635146,1636285,"-",1140
821,-9.94470038171819,9.79307099862909,0.000458695336459982,0.00369562492670599,"lmo1908","AL591824.1",1981299,1981634,"-",336
374,-9.76726486367977,9.64420417763304,0.000516980133745221,0.00411841477331867,"lmo0914","AL591824.1",950363,950668,"+",306
582,-10.048740561224,9.8883370515717,0.00055220367207195,0.0043347973756794,"lmo1345","AL591824.1",1370108,1370431,"-",324
266,-1.95051680012978,11.4114561420614,0.000556402559077482,0.0043347973756794,"lmo0688","AL591824.1",721824,723737,"+",1914
346,-1.66951633006218,11.5442051760492,0.0005624842857017,0.0043347973756794,"lmo0862","AL591824.1",900303,901835,"+",1533
650,-2.17522430638537,11.0574653220716,0.000604733779052957,0.00456212891440269,"lmo1506","AL591824.1",1536143,1537648,"-",1506
410,-2.17171465050672,11.0600517085222,0.000609851662698211,0.00456212891440269,"lmo1004","AL591824.1",1035021,1036055,"+",1035
589,-9.81960886227479,9.70661854135198,0.00061174873957387,0.00456212891440269,"lmo1352","AL591824.1",1377410,1377682,"-",273
521,-2.17917153256895,11.0643755542833,0.000617721263445216,0.00456212891440269,"lmo1186","AL591824.1",1211869,1212990,"+",1122
865,-2.09929973235452,10.9877299290925,0.000660603645259229,0.00482853592256488,"lmo1999","AL591824.1",2072205,2073269,"-",1065
48,-9.82286082128249,9.68110996320049,0.000717898799988655,0.00519377805297914,"lmo0102","AL591824.1",108320,108610,"+",291
1012,-9.82643331411934,9.68185086581754,0.00074420742604852,0.00532972792998384,"lmo2307","AL591824.1",2388528,2388710,"-",183
1236,-1.62699494028826,11.5025557539931,0.000763160989435192,0.00541081141509551,"lmo2819","AL591824.1",2903200,2904402,"-",1203
387,-2.16002322295142,11.0413293875834,0.000794779233801313,0.00557919283925872,"lmo0945","AL591824.1",980177,981307,"+",1131
336,-1.62612319822298,11.5031342833709,0.000839839944423906,0.00575337960631578,"lmo0847","AL591824.1",885440,886882,"+",1443
1235,-1.59745314869426,11.4753127788148,0.000844787260366518,0.00575337960631578,"lmo2817","AL591824.1",2900594,2901784,"-",1191
701,-2.02935639682156,10.9262859975287,0.000852043875191437,0.00575337960631578,"lmo1636","AL591824.1",1680644,1681564,"+",921
1152,-3.18288397026772,11.9931636552174,0.000853774876058565,0.00575337960631578,"rplD","AL591824.1",2704433,2705056,"-",624
436,-2.13852563865306,11.0246366896015,0.00086016676765793,0.00575337960631578,"lmo1042","AL591824.1",1071462,1072685,"+",1224
213,-2.16470239518032,11.0477965849542,0.000891617727993252,0.00587337579857412,"lmo0529","AL591824.1",565764,567014,"+",1251
28,-1.51020732028071,11.391187492528,0.000899515872941166,0.00587337579857412,"lmo0060","AL591824.1",64950,66146,"+",1197
1261,-1.61009931430519,11.4886236784879,0.000906586540543113,0.00587337579857412,"lmo2854","AL591824.1",2942216,2943079,"-",864
279,-9.69262696241673,9.5634723819547,0.000911243071711076,0.00587337579857412,"lmo0704","AL591824.1",737743,738171,"+",429
1105,-2.15946511980795,11.0431931563193,0.000921361504215144,0.00588509285124808,"lmo2521","AL591824.1",2599548,2600282,"-",735
348,-2.01769113582579,10.9158800554289,0.00100809330710677,0.00633985781361839,"lmo0864","AL591824.1",902773,903840,"+",1068
875,-2.85559321739864,10.7370912056017,0.00101044278270646,0.00633985781361839,"lmo2022","AL591824.1",2101371,2102477,"-",1107
1080,-2.32042533004954,11.1972349116049,0.00112242387214744,0.00691382540312072,"tpi","AL591824.1",2529184,2529939,"-",756
467,-9.78575365166337,9.63036607252273,0.00112911387534329,0.00691382540312072,"lmo1095","AL591824.1",1129412,1129816,"+",405
846,-1.94235576069249,10.8453435966178,0.00113117594747814,0.00691382540312072,"lmo1964","AL591824.1",2037953,2038840,"-",888
401,-9.76186703842664,9.60015112268693,0.00121618297960461,0.0073698609618775,"lmo0983","AL591824.1",1014540,1015019,"+",480
139,-2.12314704873473,11.010364347954,0.00127231913750421,0.00764469719059736,"lmo0311","AL591824.1",336541,337161,"+",621
263,-1.93612357880796,10.8425716556833,0.00132790962776362,0.00790118506229562,"lmo0685","AL591824.1",719653,720504,"+",852
1098,-1.9331072703193,10.8261750903299,0.00133729507401336,0.00790118506229562,"ftsE","AL591824.1",2584055,2584741,"-",687
970,-2.11788145044786,11.0010016861191,0.00139617050848152,0.00818086686374708,"lmo2247","AL591824.1",2336515,2337399,"-",885
963,-9.64505212299772,9.52017758606433,0.00143417081402684,0.00828770177089071,"lmo2228","AL591824.1",2317644,2317841,"-",198
81,-9.64660676616923,9.51669087093172,0.00143778183049303,0.00828770177089071,"lmo0148","AL591824.1",146666,146705,"+",40
162,-1.77092366244284,11.635888164864,0.00145187422514635,0.00830144214216743,"lmo0372","AL591824.1",398210,399652,"+",1443
254,-1.99085330561916,10.8775447501351,0.00149824747587236,0.00849805968314804,"lmo0667","AL591824.1",704452,705387,"+",936
762,-9.47015658748981,9.37512183249591,0.00155927244893442,0.00877400131979766,"lmo1796","AL591824.1",1867157,1867410,"-",254
506,-1.96493974362623,10.8660736778818,0.00159848261281618,0.00892381238178479,"lmo1164","AL591824.1",1190547,1191542,"+",996
138,-9.45518900630245,9.35081387500923,0.00166333633511719,0.00919820841298248,"lmo0305","AL591824.1",331021,331059,"+",39
618,-2.15264512637693,11.041034065129,0.00167358093832827,0.00919820841298248,"lmo1436","AL591824.1",1468221,1469432,"-",1212
494,-1.86464591937323,10.7759300053302,0.00168941484535294,0.00921380865657871,"lmo1146","AL591824.1",1177116,1177865,"+",750
82,-2.13831884498449,11.0216207686709,0.0018450439355448,0.00998577213970432,"lmo0153","AL591824.1",150232,151173,"+",942
1051,-1.49818927585525,11.3844243906033,0.00200077012830777,0.0107465607649258,"lmo2363","AL591824.1",2433224,2434618,"+",1395
1248,-1.87156773909065,10.765972162671,0.00203112117894091,0.0107910224928301,"lmo2835","AL591824.1",2922429,2923223,"-",795
1056,-1.89093268327653,12.3133460666934,0.00203948803108495,0.0107910224928301,"lmo2378","AL591824.1",2454695,2457103,"+",2409
676,-1.92491053425266,10.8328829073053,0.00206796718691172,0.0108606573001512,"accD","AL591824.1",1612395,1613279,"-",885
123,-2.14422722090319,11.9938467661201,0.00211406214071361,0.010982484721776,"lmo0279","AL591824.1",302008,304140,"+",2133
885,-1.79600376698113,10.7018448076075,0.00212621147540696,0.010982484721776,"lmo2041","AL591824.1",2124114,2125052,"-",939
573,-1.85175801689072,10.7523159493521,0.00213763454387178,0.010982484721776,"cdsA","AL591824.1",1341879,1342667,"+",789
455,-1.85477238870602,10.7668246786337,0.0021674689817954,0.0110343004896931,"lmo1082","AL591824.1",1116532,1117092,"+",561
545,-9.63367438391982,9.49422203875217,0.00220327958649395,0.0110343004896931,"lmo1229","AL591824.1",1254459,1254722,"+",264
607,-1.96892973848459,10.8578044438568,0.00220396151699249,0.0110343004896931,"lmo1418","AL591824.1",1448315,1449583,"-",1269
923,-1.87413642483611,10.7736049256729,0.00220997273559439,0.0110343004896931,"lmo2120","AL591824.1",2200723,2201544,"-",822
328,-1.34566912825935,11.2331696148659,0.00222759275464023,0.0110444983429365,"lmo0807","AL591824.1",834845,835939,"+",1095
901,-2.00776337524234,10.8939455915198,0.00224350453458393,0.0110461438543056,"lmo2084","AL591824.1",2161161,2162054,"-",894
687,-1.77705688447707,10.6944203051725,0.00226960281054848,0.0110975751219233,"lmo1616","AL591824.1",1658466,1659248,"-",783
1158,-1.8786063601489,10.7724941143787,0.00229647419543641,0.0111520561956467,"lmo2648","AL591824.1",2720497,2721489,"-",993
765,-9.71029635561242,9.5469902484157,0.00233363818507628,0.0112554385933271,"lmo1802","AL591824.1",1875129,1875461,"-",333
610,-1.91506710643598,10.8138431017644,0.00236351775380273,0.0113225276178793,"lmo1421","AL591824.1",1451813,1452799,"+",987
376,-9.71461787440532,9.55736554260566,0.00243526953080687,0.0115879603848461,"lmo0916","AL591824.1",951956,952306,"+",351
1082,-1.72487523367761,10.645481425793,0.0025079117688456,0.0118540629607435,"lmo2464","AL591824.1",2538588,2539196,"-",609
1074,-1.93855271946636,10.8292628512632,0.00253524155918628,0.0119038825527356,"lmo2422","AL591824.1",2492684,2493379,"-",696
672,-1.7843214323409,10.6903985162716,0.00256529497864641,0.0119657509201336,"dnaI","AL591824.1",1597499,1598422,"-",924
831,-1.63467345776011,11.5035840225481,0.00259962916353591,0.0120466475617448,"aroF","AL591824.1",2003145,2004311,"-",1167
391,-1.73800353100346,10.6501806418495,0.00269255440555017,0.012331068362692,"lmo0960","AL591824.1",992978,993886,"+",909
729,-1.82836020288387,10.7342906045518,0.00270551146480899,0.012331068362692,"lmo1693","AL591824.1",1756864,1757673,"-",810
973,-1.87904939290637,10.7714710043258,0.00271318288375169,0.012331068362692,"lmo2249","AL591824.1",2338420,2339418,"+",999
311,-1.70391984768874,10.6142640953004,0.00290337539902494,0.0131114213879534,"lmo0755","AL591824.1",781103,781924,"+",822
83,-1.85750562331471,10.74082533783,0.00294894972120642,0.0132329452679452,"lmo0154","AL591824.1",151186,151890,"+",705
397,-1.69985269767612,10.6111386297826,0.00300499701133003,0.0133996407612138,"lmo0979","AL591824.1",1010313,1011077,"+",765
796,-9.5215298778776,9.39303045522118,0.00310058417918452,0.0137394636440114,"lmo1854","AL591824.1",1931026,1931319,"-",294
848,-2.03948195767407,10.9268161616701,0.00323309203903214,0.014237653761949,"lmo1966","AL591824.1",2040274,2040933,"+",660
111,-1.75324171437195,10.6530937360507,0.00334126578243535,0.0146231940725103,"cysE","AL591824.1",258856,259470,"+",615
913,-1.74877710659611,10.6684313973753,0.00339154672220251,0.0147441456605434,"lmo2101","AL591824.1",2181329,2182216,"+",888
1130,-1.78747121928478,10.6822875512337,0.00341049349552766,0.0147441456605434,"lmo2578","AL591824.1",2658966,2659841,"+",876
282,-1.17549696213291,11.0652208281908,0.00377066127931478,0.0162024172547526,"lmo0707","AL591824.1",740610,741899,"+",1290
556,-9.12462024823855,9.04550319534405,0.00387012509316797,0.0165296306690126,"lmo1270","AL591824.1",1294293,1294350,"+",58
478,-1.87112601998592,10.773292035827,0.0041548753011804,0.0176395604104006,"lmo1119","AL591824.1",1156384,1157241,"-",858
1107,-1.92194694980752,10.8190524449279,0.00419033047899579,0.0176841923190953,"atpF","AL591824.1",2610592,2611104,"-",513
1048,-0.960265943933357,11.4351387426808,0.00424006883207794,0.0177423195447904,"lmo2355","AL591824.1",2423480,2424721,"-",1242
1087,-1.15399199868857,11.0557083231006,0.00425415278224876,0.0177423195447904,"lmo2481","AL591824.1",2556514,2557167,"-",654
794,-9.40576898133572,9.29227461314371,0.00429108188397494,0.0177916786885277,"lmo1852","AL591824.1",1928543,1928785,"-",243
1131,-9.53315093251207,9.39985277622572,0.00444772538972944,0.0182582816379083,"lmo2579","AL591824.1",2659852,2660145,"+",294
302,-1.73320482495415,10.619004974134,0.00445512372829073,0.0182582816379083,"lmo0735","AL591824.1",765683,766354,"+",672
486,-1.64271610391726,10.5539262771326,0.00454691720038327,0.0185273810061594,"lmo1130","AL591824.1",1163277,1163996,"-",720
548,-1.52219206617028,10.4577110143853,0.00463354308079916,0.0187724688244949,"lmo1238","AL591824.1",1264642,1265388,"+",747
833,-1.80182755185989,10.6898380828242,0.0047506597315455,0.0191376008503736,"lmo1930","AL591824.1",2004977,2005942,"-",966
1212,-1.56228143217023,12.4029277758306,0.00495749870621318,0.0198580032921195,"lmo2775","AL591824.1",2858196,2860364,"-",2169
981,-1.40801065039243,12.8129819450848,0.00499482828286452,0.0198951306323087,"addB","AL591824.1",2356325,2359798,"-",3474
298,-2.44049445240889,10.3550363856807,0.00507903708486785,0.0201175267774933,"lmo0724","AL591824.1",755308,756036,"+",729
1135,-1.66929183600714,10.5855521361282,0.00519173544111188,0.0204496690430462,"lmo2583","AL591824.1",2663619,2664296,"-",678
464,-2.37329833264468,10.2809176315654,0.00523711714970421,0.0205144533654159,"lmo1093","AL591824.1",1128206,1129030,"+",825
181,-9.13869735191715,9.03276001294754,0.00532688357196485,0.0207514310578191,"lmo0421","AL591824.1",441557,441583,"-",27
1144,-2.7605502482309,12.5384386734157,0.00536066263943941,0.0207689060730193,"rplO","AL591824.1",2696771,2697211,"-",441
65,-1.72336531589853,10.612752472591,0.00547726280319463,0.0210019868618046,"lmo0126","AL591824.1",129218,129697,"+",480
853,-1.59311602253337,10.5152319372788,0.00548257091337035,0.0210019868618046,"lmo1973","AL591824.1",2046046,2046489,"-",444
710,-1.05825624444348,10.9557631892412,0.00553912461901387,0.0210019868618046,"lmo1646","AL591824.1",1695040,1696164,"-",1125
707,-9.31888065352028,9.19587631982785,0.00553931106228132,0.0210019868618046,"lmo1640","AL591824.1",1684229,1684462,"-",234
591,-1.48026915689993,11.3678293823223,0.00559717607057635,0.0210604455599544,"lmo1357","AL591824.1",1381201,1382565,"+",1365
250,-2.41707133785451,10.3261696893466,0.00561413852021351,0.0210604455599544,"lmo0664","AL591824.1",703128,703691,"+",564
292,-1.69477582527043,10.5982415361771,0.0058364993204296,0.0217793579904452,"lmo0718","AL591824.1",749219,749863,"+",645
511,-1.57364555073084,10.4814268193922,0.00599860336129895,0.0221855038718166,"lmo1172","AL591824.1",1200051,1200632,"+",582
434,-1.57548278677862,10.4994613186434,0.00601744631392822,0.0221855038718166,"lmo1040","AL591824.1",1069821,1070492,"-",672
952,-1.51614699211235,10.4459092888252,0.00603921332476814,0.0221855038718166,"lmo2200","AL591824.1",2288971,2289423,"-",453
1204,-9.19672184436605,9.09286828473183,0.00610997701715693,0.0223297613668261,"lmo2752","AL591824.1",2830039,2830082,"+",44
267,-1.6578224279365,10.5430637621706,0.00618484732059006,0.0223661685432017,"lmo0689","AL591824.1",723750,724658,"+",909
419,-1.61737473599141,10.5239626530297,0.00618706691441021,0.0223661685432017,"lmo1020","AL591824.1",1049273,1049986,"+",714
287,-1.97084607831003,11.8332772075421,0.00621457715516324,0.0223661685432017,"lmo0713","AL591824.1",743782,745434,"+",1653
741,-0.954320408996912,10.8688553411115,0.00627112804426706,0.0223838151192581,"lmo1747","AL591824.1",1817112,1817879,"-",768
955,-1.09496628514741,10.9862189423136,0.00628262229722478,0.0223838151192581,"hemE","AL591824.1",2301260,2302321,"-",1062
576,-2.17413116295649,12.5737846409102,0.00635115777096187,0.0225148542980598,"infB","AL591824.1",1353696,1356035,"+",2340
744,-2.20641792962693,12.5762280737733,0.00662639933546862,0.0233737170589415,"gatA","AL591824.1",1824936,1826387,"-",1452
1216,-9.06605761070564,8.97598192335443,0.00670617444500136,0.023538008324287,"bvrC","AL591824.1",2872889,2872921,"-",33
781,-1.92234148225475,10.8145983899459,0.00679910089272447,0.0237466134627667,"pyrDII","AL591824.1",1908827,1909591,"-",765
1209,-9.08861520654907,8.99458975948939,0.00687520622858197,0.0237788396880074,"lmo2771","AL591824.1",2852956,2852979,"-",24
934,-9.10202821710846,9.00275522650482,0.00687540498736464,0.0237788396880074,"lmo2152","AL591824.1",2234936,2234976,"-",41
1035,-0.920268260746801,10.8353149762107,0.00694303012514933,0.0238029576627097,"lmo2337","AL591824.1",2406161,2406913,"-",753
985,-9.12105026168349,9.01429688481228,0.006975305415467,0.0238029576627097,"lysA","AL591824.1",2364728,2364747,"-",20
558,-0.941886018998114,10.8517461850171,0.00700202475551611,0.0238029576627097,"lmo1272","AL591824.1",1294912,1295775,"+",864
911,-1.9775546005802,11.8383726165922,0.00702257216681661,0.0238029576627097,"lmo2099","AL591824.1",2177571,2179577,"-",2007
714,-0.935056044467751,10.8430611319071,0.00705024133874336,0.0238029576627097,"lmo1661","AL591824.1",1711672,1712637,"+",966
10,-1.64949817363358,10.5527100793649,0.00718115397578094,0.0241300387148279,"lmo0021","AL591824.1",24950,25351,"+",402
6,-9.27100253758187,9.1601835758854,0.00725115760627466,0.0242503336926827,"lmo0012","AL591824.1",15882,15921,"+",40
572,-0.896735274465332,10.8159554647346,0.00747685846399241,0.0247727317408479,"lmo1315","AL591824.1",1341107,1341865,"+",759
947,-1.87104572595434,12.6523405728107,0.00747724202050981,0.0247727317408479,"lmo2193","AL591824.1",2281203,2282279,"-",1077
1179,-1.55589040542787,10.4535243099394,0.00765077024658031,0.0251967258525411,"lmo2696","AL591824.1",2772634,2773230,"+",597
770,-1.26138998871338,11.1519777167148,0.007686408099555,0.0251967258525411,"lmo1819","AL591824.1",1892603,1893478,"-",876
