"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
872,12.5102389956207,14.2519552643084,8.23470540212617e-10,2.23920643050123e-08,"lmo2014","AL591824.1",2088797,2091454,"-",2658
981,3.7658587203698,15.1771101751668,9.02142321573899e-10,2.36227637538054e-08,"addB","AL591824.1",2356325,2359798,"-",3474
287,12.4514763103464,14.1982691445593,1.11180683241859e-09,2.80731225185694e-08,"lmo0713","AL591824.1",743782,745434,"+",1653
488,12.4442187240102,14.190060631817,1.39565869526638e-09,3.40251964673562e-08,"lmo1131","AL591824.1",1164245,1165960,"+",1716
167,12.4066369093726,14.1532666628171,1.71026943230656e-09,4.03053496213579e-08,"lmo0386","AL591824.1",409944,411860,"+",1917
745,12.3356258624424,14.0908223732845,2.02147194348884e-09,4.61026020660198e-08,"lmo1758","AL591824.1",1827941,1829956,"-",2016
185,12.4116803352366,14.1564344011499,2.39487278888688e-09,5.29117206794695e-08,"lmo0425","AL591824.1",445049,447010,"+",1962
178,12.31623913675,14.0693701234353,3.01238149743399e-09,6.26816708072615e-08,"lmo0411","AL591824.1",433153,434745,"-",1593
204,12.3663499350751,14.113826832173,3.01439435282446e-09,6.26816708072615e-08,"lmo0501","AL591824.1",536187,538247,"+",2061
214,12.3826729161039,14.1290317200844,3.52320763317683e-09,6.89004939375487e-08,"lmo0530","AL591824.1",567030,569081,"+",2052
1242,12.3177595045969,14.0689996713034,3.52463457191813e-09,6.89004939375487e-08,"lmo2826","AL591824.1",2913991,2915205,"-",1215
656,12.3803798841131,14.1252798073201,3.60582500097497e-09,6.89004939375487e-08,"lmo1525","AL591824.1",1559081,1561432,"-",2352
712,12.2830453693049,14.0374382316466,3.76292345076509e-09,6.98993880854397e-08,"lmo1652","AL591824.1",1700523,1702292,"-",1770
947,12.4951491323781,14.2161311283193,3.85583611786725e-09,6.98993880854397e-08,"lmo2193","AL591824.1",2281203,2282279,"-",1077
936,12.3851657774318,14.1064306335782,4.949034244355e-09,8.74741802689746e-08,"lmo2154","AL591824.1",2235739,2236788,"-",1050
734,12.3587076103035,14.1035782701693,5.85663580371403e-09,1.00991256420142e-07,"lmo1729","AL591824.1",1793082,1795253,"-",2172
297,12.2682716772004,14.0211000759225,7.5304178520621e-09,1.26762033843045e-07,"lmo0723","AL591824.1",753490,755295,"+",1806
271,12.2822315349362,14.0315873615386,9.01007857691329e-09,1.48142454741342e-07,"lmo0695","AL591824.1",729026,730072,"+",1047
443,12.2118090936964,13.9671263124091,1.02407961129981e-08,1.64550973906584e-07,"pdhC","AL591824.1",1081183,1082817,"+",1635
1253,12.1828744777992,13.9391511627628,1.18354206083878e-08,1.85947608225115e-07,"lmo2840","AL591824.1",2927390,2928631,"-",1242
239,12.160531019265,13.9169493566534,1.48438561863831e-08,2.27559324634828e-07,"lmo0607","AL591824.1",645878,647590,"+",1713
129,12.3049906630692,14.0509282523284,1.51277061638429e-08,2.27559324634828e-07,"lmo0288","AL591824.1",311830,313662,"+",1833
1186,12.1949867337611,13.9468164068207,1.61190997044182e-08,2.37420906062993e-07,"cydA","AL591824.1",2792967,2794373,"-",1407
859,12.1836185958893,13.9265762701104,1.74384067812995e-08,2.48459314939816e-07,"ilvB","AL591824.1",2056205,2057926,"+",1722
158,12.1829553890773,13.9364077295069,1.75713801230422e-08,2.48459314939816e-07,"lmo0358","AL591824.1",385386,386780,"+",1395
949,12.2168025382869,13.9594045053059,1.94750635794933e-08,2.69977842170623e-07,"lmo2195","AL591824.1",2283331,2284260,"-",930
562,12.1927593664668,13.9402724292009,2.22180994819718e-08,3.0208069872604e-07,"parE","AL591824.1",1308351,1310318,"+",1968
1239,12.2033664380595,13.9520081621516,2.63326615221626e-08,3.45303326407204e-07,"lmo2823","AL591824.1",2910085,2911326,"-",1242
369,12.2283242341062,13.9769378155254,2.63739457227567e-08,3.45303326407204e-07,"lmo0898","AL591824.1",933959,936136,"+",2178
881,12.1201451117726,13.8750406494953,2.9472997723168e-08,3.78861988914178e-07,"murD","AL591824.1",2117304,2118671,"-",1368
211,12.17649161886,13.9271142177595,3.07152849059684e-08,3.87780471937851e-07,"lmo0527","AL591824.1",562789,564264,"+",1476
764,12.0655987480866,13.8236441269019,3.15080874737357e-08,3.90810839367212e-07,"ffh","AL591824.1",1873731,1875116,"-",1386
840,12.1454575395964,13.895631713562,4.24326815871762e-08,5.1723975658851e-07,"fhuB","AL591824.1",2032460,2033485,"-",1026
1032,12.1325944937431,13.8829414417417,4.54579227936437e-08,5.44724600256035e-07,"int","AL591824.1",2401008,2402366,"+",1359
795,12.177527882296,13.9257442332566,4.74178236941858e-08,5.58740022529822e-07,"lmo1853","AL591824.1",1928798,1931011,"-",2214
3,12.017990456528,13.775796154599,4.98879496221168e-08,5.7820951447273e-07,"lmo0010","AL591824.1",12918,13886,"+",969
1048,12.1048840786082,13.8601396923875,5.27222415110638e-08,6.01203624972937e-07,"lmo2355","AL591824.1",2423480,2424721,"-",1242
1258,12.1159237874779,13.8682399563413,5.70635905928249e-08,6.4038029443059e-07,"lmo2849","AL591824.1",2937192,2938643,"-",1452
95,2.48091330065921,14.9009921429227,6.27213772243236e-08,6.9287521402495e-07,"lmo0182","AL591824.1",182267,185569,"+",3303
449,12.0670655963861,13.8187838349959,6.698575257861e-08,7.28598878047342e-07,"lmo1062","AL591824.1",1088941,1090362,"+",1422
861,12.015462842601,13.7736050292594,6.98657933757448e-08,7.48410847221993e-07,"leuA","AL591824.1",2059669,2061207,"+",1539
63,12.0579788047382,13.8122625167938,7.36674612777869e-08,7.77356643632766e-07,"lmo0123","AL591824.1",127188,128324,"+",1137
825,12.0256692561808,13.7864383204811,7.63488101766685e-08,7.79194126118784e-07,"lmo1915","AL591824.1",1988159,1989802,"+",1644
136,12.0939874709591,13.8439507702297,7.6604458255186e-08,7.79194126118784e-07,"lmo0304","AL591824.1",328701,329966,"+",1266
693,12.1174958107381,13.8651513959682,7.71479332790875e-08,7.79194126118784e-07,"lmo1624","AL591824.1",1666107,1667720,"-",1614
346,12.0913388979662,13.8423262863019,8.00700327348828e-08,7.97317086529045e-07,"lmo0862","AL591824.1",900303,901835,"+",1533
1205,12.0657835760579,13.820105936356,8.85019000461706e-08,8.69039490731148e-07,"lmo2763","AL591824.1",2844249,2845601,"+",1353
1123,12.0908071037316,13.8388022152552,9.69146779673208e-08,9.3861201812186e-07,"lmo2555","AL591824.1",2631303,2632586,"-",1284
1236,12.0337194892487,13.7906547240926,1.05812685956964e-07,1.00345652431225e-06,"lmo2819","AL591824.1",2903200,2904402,"-",1203
804,12.039248296122,13.7946638836006,1.06448711914312e-07,1.00345652431225e-06,"lmo1875","AL591824.1",1948871,1950763,"-",1893
1070,11.9372870268841,13.6996190048957,1.1800505490145e-07,1.07809104332603e-06,"lmo2414","AL591824.1",2484816,2486117,"-",1302
1257,11.9927151357938,13.7457742722302,1.18087666968125e-07,1.07809104332603e-06,"lmo2848","AL591824.1",2935917,2937179,"-",1263
1118,11.9859814664298,13.7435360380719,1.19097832457349e-07,1.07809104332603e-06,"hom","AL591824.1",2623125,2624411,"-",1287
1261,11.9745551394544,13.7318855904366,1.20465618702626e-07,1.07809104332603e-06,"lmo2854","AL591824.1",2942216,2943079,"-",864
1007,12.1083207726546,13.8539861471773,1.23098470870077e-07,1.0878827363143e-06,"lmo2299","AL591824.1",2382228,2383988,"-",1761
903,12.1202562827062,13.8719144041755,1.26565657007396e-07,1.10471505560776e-06,"lmo2087","AL591824.1",2166012,2167343,"-",1332
195,12.0692079359353,13.8188553175459,1.35642297209054e-07,1.16950126983904e-06,"lmo0456","AL591824.1",491634,492917,"+",1284
708,3.17636779770177,14.6002727360394,1.49333820792862e-07,1.27203628072956e-06,"lmo1644","AL591824.1",1688670,1691888,"-",3219
743,11.9549556429446,13.7118901542052,1.58231652282613e-07,1.33178307337866e-06,"gatB","AL591824.1",1823463,1824924,"-",1462
1171,11.9118568378986,13.6703062624458,1.87036385870683e-07,1.55570264483027e-06,"lmo2676","AL591824.1",2747427,2748683,"+",1257
498,11.941520865459,13.6966481921188,2.02342673949957e-07,1.6466633984851e-06,"lmo1156","AL591824.1",1185375,1187195,"+",1821
266,11.9477851837705,13.7031096326967,2.02630432345408e-07,1.6466633984851e-06,"lmo0688","AL591824.1",721824,723737,"+",1914
1114,11.9434962598121,13.6991071727895,2.0623716513065e-07,1.65143299546772e-06,"prf1","AL591824.1",2619415,2620491,"-",1077
162,11.9678935956344,13.7240976196219,2.07889019231438e-07,1.65143299546772e-06,"lmo0372","AL591824.1",398210,399652,"+",1443
1240,11.9926649973128,13.7475941544699,2.15886535921731e-07,1.6959086766296e-06,"serC","AL591824.1",2912595,2913686,"-",1092
930,11.8934954475986,13.6535267595055,2.18919638582161e-07,1.7008371920614e-06,"lmo2138","AL591824.1",2221671,2223128,"-",1458
336,12.0356307582646,13.7846702791659,2.34830234532899e-07,1.80461930233434e-06,"lmo0847","AL591824.1",885440,886882,"+",1443
1198,12.0467038795736,13.7926213159751,2.47310321355038e-07,1.88009029245174e-06,"lmo2741","AL591824.1",2816363,2817571,"-",1209
269,11.9827667072077,13.7341889039367,2.74831523520405e-07,2.06708390562687e-06,"cheA","AL591824.1",726413,728269,"+",1857
578,11.9886642397094,13.7381229953225,3.1505992954818e-07,2.32531841651467e-06,"lmo1337","AL591824.1",1364669,1366207,"+",1539
1249,11.8849986007494,13.6417258588476,3.15743377631413e-07,2.32531841651467e-06,"lmo2836","AL591824.1",2923236,2924288,"-",1053
792,11.908688131269,13.6592381531364,3.25074305150625e-07,2.36935601795352e-06,"lmo1849","AL591824.1",1925600,1926322,"-",723
599,11.9970612234708,13.743852415374,3.36949506679836e-07,2.43085001247596e-06,"lmo1389","AL591824.1",1415152,1416693,"+",1542
386,12.0013639612445,13.7484877493211,3.68882238923513e-07,2.63434083756489e-06,"lmo0942","AL591824.1",977051,978856,"-",1806
164,11.7989062840908,13.557807642602,4.06914563641885e-07,2.87688596494813e-06,"lmo0383","AL591824.1",406637,408103,"+",1467
343,11.8547221980838,13.6095784983883,5.16416951005885e-07,3.61491865704119e-06,"lmo0859","AL591824.1",897273,898592,"+",1320
410,11.8590018771808,13.6150780203682,5.54042777702263e-07,3.84027690034804e-06,"lmo1004","AL591824.1",1035021,1036055,"+",1035
218,11.79588743366,13.5605989448509,6.20202318704056e-07,4.25711688663852e-06,"lmo0537","AL591824.1",575166,576437,"+",1272
441,11.7373759785619,13.5027233166103,6.34449437408673e-07,4.31303607930704e-06,"pdhA","AL591824.1",1078977,1080092,"+",1116
377,11.827247469785,13.5822969862991,6.99954899255282e-07,4.71302965498557e-06,"lmo0917","AL591824.1",952318,953769,"+",1452
1246,11.8892042065467,13.6406475960271,7.4652688305012e-07,4.97919345581542e-06,"lmo2834","AL591824.1",2921340,2922371,"-",1032
870,11.9383452149736,13.6860788126341,7.62472385154937e-07,5.00042643100511e-06,"lmo2011","AL591824.1",2085021,2086760,"-",1740
1050,11.8670201658118,13.6173239909051,7.63855805584939e-07,5.00042643100511e-06,"lmo2362","AL591824.1",2431688,2433211,"+",1524
699,11.8451388078184,13.5997923811282,8.24442118342781e-07,5.34752823548941e-06,"trpE","AL591824.1",1674961,1676325,"-",1365
668,11.7983487208234,13.5604089344521,8.69297857601653e-07,5.58721441203972e-06,"hemL","AL591824.1",1589175,1590464,"-",1290
29,2.03031350117551,15.4389915076013,8.79865599286885e-07,5.60418899725971e-06,"lmo0061","AL591824.1",66160,70656,"+",4497
815,11.7697290267077,13.5300937339355,9.29372097992622e-07,5.76032786765205e-06,"aspB","AL591824.1",1970343,1971524,"-",1182
1166,11.7899899932211,13.5507599291259,9.30120093017799e-07,5.76032786765205e-06,"lmo2664","AL591824.1",2737630,2738682,"-",1053
1259,11.7747732505564,13.5319874128455,9.30932871782176e-07,5.76032786765205e-06,"lmo2852","AL591824.1",2941023,2941544,"-",522
586,11.8033537396586,13.5603424080866,9.45050110169502e-07,5.76032786765205e-06,"lmo1349","AL591824.1",1374119,1375465,"+",1347
919,11.7809206473894,13.5193691613896,9.45117443631737e-07,5.76032786765205e-06,"lmo2114","AL591824.1",2193645,2194412,"+",768
139,11.7737469141167,13.5285941620331,1.17471334982349e-06,7.09848152414704e-06,"lmo0311","AL591824.1",336541,337161,"+",621
831,11.7402267962289,13.4993353487129,1.23789405284575e-06,7.41687368950799e-06,"aroF","AL591824.1",2003145,2004311,"-",1167
1111,11.7105024225957,13.4746490589455,1.32102050597684e-06,7.84841594727419e-06,"lmo2541","AL591824.1",2617239,2618276,"-",1038
1250,11.7636637625479,13.5179205274689,1.44404809185458e-06,8.50785000784323e-06,"lmo2838","AL591824.1",2925145,2926026,"-",882
28,11.859637584891,13.6094496659913,1.52239492162347e-06,8.88829774430074e-06,"lmo0060","AL591824.1",64950,66146,"+",1197
591,11.7397956474506,13.4950302194994,1.53376566450451e-06,8.88829774430074e-06,"lmo1357","AL591824.1",1381201,1382565,"+",1365
357,11.7390842357795,13.4957535522874,1.58667615163691e-06,9.0668242113592e-06,"lmo0884","AL591824.1",923161,924540,"+",1380
865,11.6056599758623,13.3728025498335,1.59022093664574e-06,9.0668242113592e-06,"lmo1999","AL591824.1",2072205,2073269,"-",1065
16,11.8146885886191,13.5673137299605,1.62895240719621e-06,9.21335481510179e-06,"lmo0032","AL591824.1",34654,35619,"+",966
476,11.7309924972871,13.4879002785775,1.67619401590698e-06,9.40531086703359e-06,"lmo1111","AL591824.1",1146228,1147412,"-",1185
925,11.7110502330235,13.4717078054046,1.72761345844942e-06,9.61750169388773e-06,"lmo2124","AL591824.1",2205709,2207016,"-",1308
927,11.5986395569891,13.3682973330882,1.75511964090276e-06,9.65587817625306e-06,"lmo2135","AL591824.1",2219751,2220845,"-",1095
82,11.7321242128617,13.4891599692227,1.76182218491746e-06,9.65587817625306e-06,"lmo0153","AL591824.1",150232,151173,"+",942
521,11.6681173824913,13.4323919316431,1.83701604024277e-06,9.9905410803972e-06,"lmo1186","AL591824.1",1211869,1212990,"+",1122
415,11.6441577421415,13.406525367181,1.86930844338941e-06,1.00701470499894e-05,"gbuA","AL591824.1",1043821,1045014,"+",1194
1009,11.6002686937245,13.3664274399206,1.88575125486362e-06,1.00701470499894e-05,"lmo2301","AL591824.1",2385301,2386095,"-",795
593,11.6903851383379,13.4499021519977,1.90856291287139e-06,1.00701470499894e-05,"lmo1361","AL591824.1",1384362,1385714,"+",1353
814,11.7689678305095,13.5201622296278,1.90862758797535e-06,1.00701470499894e-05,"ansB","AL591824.1",1969006,1970329,"-",1324
230,11.7847769616222,13.5384129733653,1.99995285502337e-06,1.04738271740853e-05,"hisZ","AL591824.1",606039,607220,"-",1182
109,11.6901966318815,13.4495871854956,2.28580593995662e-06,1.18828294084509e-05,"lmo0235","AL591824.1",255800,256498,"+",699
1152,11.5571580290916,13.3133394176859,2.44390325191714e-06,1.26119678766819e-05,"rplD","AL591824.1",2704433,2705056,"-",624
93,11.6744057298001,13.4335123037894,2.46612805283866e-06,1.2634438647514e-05,"lmo0179","AL591824.1",179174,180052,"+",879
1105,11.6569693922569,13.4192651419838,2.56804229373486e-06,1.30529887541358e-05,"lmo2521","AL591824.1",2599548,2600282,"-",735
188,11.7063244642041,13.4618484369644,2.5970763055489e-06,1.30529887541358e-05,"lmo0428","AL591824.1",447804,448910,"+",1107
1063,11.7881918467534,13.5386440753125,2.60509541668813e-06,1.30529887541358e-05,"lmo2403","AL591824.1",2475860,2477251,"-",1392
1072,11.6095019138639,13.3717301568396,2.62167525189149e-06,1.30529887541358e-05,"lmo2419","AL591824.1",2489945,2490967,"-",1023
744,2.85377333759312,14.2636624898008,2.80612276791206e-06,1.38736279504464e-05,"gatA","AL591824.1",1824936,1826387,"-",1452
1150,11.6927696808116,13.4001704695506,3.02882515504532e-06,1.48706901709517e-05,"rplV","AL591824.1",2702532,2702888,"-",357
806,11.7069595585461,13.4643609764051,3.05594882057028e-06,1.49003849389185e-05,"lmo1877","AL591824.1",1951284,1952564,"-",1281
436,11.5940053443921,13.3580376699398,3.28610332755476e-06,1.59128428258987e-05,"lmo1042","AL591824.1",1071462,1072685,"+",1224
1133,11.7068826712034,13.4607235820224,3.67806543133768e-06,1.75790913116666e-05,"lmo2581","AL591824.1",2661076,2662164,"-",1089
1128,11.5929399346299,13.3559678886111,3.67992293370108e-06,1.75790913116666e-05,"lmo2573","AL591824.1",2650758,2651756,"-",999
819,11.6891299965487,13.4406643405481,3.84381844130615e-06,1.81613762606059e-05,"cca","AL591824.1",1978895,1980076,"-",1182
461,11.6699524261527,13.428253825471,3.86336005191371e-06,1.81613762606059e-05,"tagB","AL591824.1",1122918,1124078,"+",1161
12,11.6906605067632,13.4404381709373,3.87887951251978e-06,1.81613762606059e-05,"lmo0023","AL591824.1",25862,26665,"+",804
653,11.6635480030072,13.4223354409674,3.9354609403084e-06,1.83050716105134e-05,"hisS","AL591824.1",1552632,1553909,"-",1278
960,11.7541009072817,13.5030311616465,3.97713640986607e-06,1.83780094233681e-05,"lmo2222","AL591824.1",2311461,2312696,"-",1236
141,11.6184958933893,13.3806560093544,4.0622409481419e-06,1.86493788982878e-05,"lmo0315","AL591824.1",340278,340952,"+",675
1022,11.7526635985556,13.5007130636678,4.39529462029467e-06,2.00482148164409e-05,"lmo2317","AL591824.1",2392622,2393596,"-",975
392,11.6059549490087,13.3630894892714,4.44448726374602e-06,2.01426442017208e-05,"lmo0961","AL591824.1",993900,995126,"+",1227
41,11.706261884549,13.4565521500015,4.537291234983e-06,2.04322605295094e-05,"lmo0089","AL591824.1",97381,98412,"+",1032
955,11.6035083877074,13.3597430949505,4.62421080477439e-06,2.06918799935158e-05,"hemE","AL591824.1",2301260,2302321,"-",1062
417,11.4494692385922,13.2204903316468,4.84988543710959e-06,2.15652138618647e-05,"gbuC","AL591824.1",1045869,1046771,"+",903
876,11.5624432229374,13.3223378530502,4.92802594963872e-06,2.17757146649661e-05,"nadB","AL591824.1",2102608,2104062,"+",1455
770,11.4088783218969,13.1765376428737,5.06630490927626e-06,2.22476867755175e-05,"lmo1819","AL591824.1",1892603,1893478,"-",876
249,11.5481526757851,13.3093895216119,5.26427610461708e-06,2.29743407775573e-05,"lmo0653","AL591824.1",695496,696416,"-",921
34,2.0264635836494,14.4543303803574,5.42565650787292e-06,2.35333690249457e-05,"lmo0066","AL591824.1",72408,74222,"+",1815
958,11.5013164491176,13.266762367888,6.16683644900459e-06,2.65824696935369e-05,"lmo2215","AL591824.1",2304267,2305019,"-",753
726,11.4999667071117,13.2638713359145,6.28356039911561e-06,2.65824696935369e-05,"lmo1689","AL591824.1",1753845,1754942,"-",1098
1087,11.5236668186842,13.2863445787124,6.28655476383953e-06,2.65824696935369e-05,"lmo2481","AL591824.1",2556514,2557167,"-",654
618,11.4956376691825,13.2583112495474,6.30486174604453e-06,2.65824696935369e-05,"lmo1436","AL591824.1",1468221,1469432,"-",1212
490,11.6346634874074,13.3897564000224,6.31662646183056e-06,2.65824696935369e-05,"lmo1142","AL591824.1",1174241,1175605,"+",1365
565,11.6449764800056,13.397886721373,6.35737814632801e-06,2.65956588725083e-05,"lmo1296","AL591824.1",1323794,1325017,"+",1224
20,1.9038090608003,14.3370200867234,6.57949182088683e-06,2.73629453962764e-05,"lmo0037","AL591824.1",41803,43188,"+",1386
36,11.4889996820414,13.2558523913553,7.09734366920343e-06,2.93439881527885e-05,"lmo0075","AL591824.1",79047,79820,"+",774
1142,11.4932944810401,13.2577869716229,7.49422227596474e-06,3.08033419379799e-05,"lmo2601","AL591824.1",2687691,2688530,"-",840
879,11.4224206530219,13.1942204889464,7.53745142188192e-06,3.08033419379799e-05,"lmo2031","AL591824.1",2111684,2112373,"-",690
917,11.4553838490869,13.2205300112747,7.93882409983928e-06,3.22571760838297e-05,"lmo2107","AL591824.1",2187663,2188424,"+",762
905,11.6213517595475,13.3744301866151,8.27575949655378e-06,3.34340683660773e-05,"argG","AL591824.1",2169312,2170526,"+",1215
551,11.62124263391,13.3736452427629,8.6137816989812e-06,3.46019526203392e-05,"lmo1250","AL591824.1",1273473,1274678,"-",1206
773,11.4911309624421,13.2528075222239,8.77378562723622e-06,3.50455730986215e-05,"fmt","AL591824.1",1897577,1898515,"-",939
584,11.5050587924629,13.261848172992,9.00014271306715e-06,3.57477578547105e-05,"comGA","AL591824.1",1371454,1372476,"-",1023
107,11.5813912302918,13.3349800558382,1.01922804767252e-05,4.02566608773448e-05,"lmo0230","AL591824.1",249026,249544,"+",519
827,11.4891186311863,13.2511387578323,1.0388709185736e-05,4.08045410795299e-05,"aroE","AL591824.1",1998168,1999454,"-",1287
741,11.4044581770699,13.1669911174858,1.07509255849708e-05,4.1993946898201e-05,"lmo1747","AL591824.1",1817112,1817879,"-",768
1093,11.5484467041554,13.2998248959456,1.11921289407996e-05,4.34771162700291e-05,"lmo2498","AL591824.1",2572880,2573803,"-",924
273,11.4561857315279,13.2178920447399,1.12627308870729e-05,4.3512299110167e-05,"lmo0697","AL591824.1",730516,731751,"+",1236
673,11.5562872169303,13.3051994128414,1.15029381184103e-05,4.4198789400631e-05,"dnaB","AL591824.1",1598432,1599808,"-",1377
400,11.3644337342414,13.1381595805029,1.17202294342344e-05,4.45762170812727e-05,"lmo0982","AL591824.1",1013475,1014527,"+",1053
1101,2.64831688059455,14.0804318141944,1.17272650312825e-05,4.45762170812727e-05,"comFA","AL591824.1",2591451,2592770,"-",1320
801,11.3934898962524,13.1620545500493,1.18536213131771e-05,4.48155629327071e-05,"lmo1869","AL591824.1",1943068,1944051,"-",984
603,11.612548569957,13.3625593264067,1.22209978512791e-05,4.59334467721503e-05,"lmo1392","AL591824.1",1418803,1420095,"+",1293
835,11.4947848056515,13.25403930069,1.22792382460204e-05,4.59334467721503e-05,"lmo1943","AL591824.1",2018258,2019265,"-",1008
901,11.4804655766776,13.2425778328264,1.28485119820804e-05,4.77082130850564e-05,"lmo2084","AL591824.1",2161161,2162054,"-",894
126,11.6113429703511,13.3639227354854,1.28886403101072e-05,4.77082130850564e-05,"lmo0284","AL591824.1",307303,308319,"-",1017
898,11.390764393103,13.1574179687483,1.29800653923559e-05,4.77963866270605e-05,"lmo2082","AL591824.1",2160043,2160432,"-",390
364,11.6204916155531,13.3681973864297,1.31664443707542e-05,4.82314827467523e-05,"rsbU","AL591824.1",928738,929742,"+",1005
463,11.6230191293043,13.3717807992888,1.43990892103015e-05,5.24750312973361e-05,"lmo1092","AL591824.1",1126704,1128194,"+",1491
1220,11.5402489957437,13.2962998951241,1.45248107487694e-05,5.26262135614071e-05,"parA","AL591824.1",2878004,2878765,"-",762
664,11.5613609541066,13.3148691214342,1.46119007114922e-05,5.26262135614071e-05,"mreC","AL591824.1",1580804,1581691,"-",888
1256,11.4500511407974,13.2088374603027,1.46638812893878e-05,5.26262135614071e-05,"lmo2847","AL591824.1",2935083,2935904,"-",822
1162,2.59328649994726,14.0273554078602,1.51027167620198e-05,5.39273775290304e-05,"lmo2660","AL591824.1",2733230,2735245,"-",2016
620,11.505834696399,13.2635692939192,1.5449243069422e-05,5.46455752653981e-05,"lmo1442","AL591824.1",1475944,1476651,"+",708
992,11.4261922618583,13.1883936881962,1.54584371330688e-05,5.46455752653981e-05,"lmo2285","AL591824.1",2368882,2369907,"-",1026
686,11.4233630592646,13.1899108275274,1.59210274707349e-05,5.57876691679745e-05,"lmo1611","AL591824.1",1654902,1655975,"-",1074
823,11.5096821598654,13.2674585615445,1.59393340479927e-05,5.57876691679745e-05,"lmo1912","AL591824.1",1985218,1986345,"+",1128
525,11.3791592177982,13.1449245070995,1.74749699566845e-05,6.08611022629357e-05,"cbiD","AL591824.1",1219783,1220904,"+",1122
1248,11.3803987477386,13.1468120457001,1.77378624426612e-05,6.1473866406674e-05,"lmo2835","AL591824.1",2922429,2923223,"-",795
767,11.3768211996741,13.1445821622465,1.78432801757756e-05,6.15375565086504e-05,"plsX","AL591824.1",1883062,1884075,"-",1014
322,11.4993527499182,13.2482640450921,1.94429177714518e-05,6.67288488563903e-05,"lmo0766","AL591824.1",791977,792867,"+",891
1228,11.3294988604036,13.0969119572948,2.02744205612445e-05,6.88124509253356e-05,"lmo2801","AL591824.1",2886584,2887297,"-",714
1103,11.423665121103,13.1828293707725,2.0335548844161e-05,6.88124509253356e-05,"lmo2516","AL591824.1",2594908,2595543,"+",636
