"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
1007,11.5677414168755,13.8219522510534,7.23387159359744e-08,1.25093047801478e-06,"lmo2299","AL591824.1",2382228,2383988,"-",1761
1186,11.6452779994793,13.8971963217419,7.97338016732922e-08,1.33665764295239e-06,"cydA","AL591824.1",2792967,2794373,"-",1407
1239,11.6292965877394,13.8781650863658,8.10666835641083e-08,1.33665764295239e-06,"lmo2823","AL591824.1",2910085,2911326,"-",1242
981,3.77817446576862,15.0353148050795,9.58280200237069e-08,1.54413786810928e-06,"addB","AL591824.1",2356325,2359798,"-",3474
158,11.5133229603241,13.7714265763012,1.03687535447121e-07,1.63365472515576e-06,"lmo0358","AL591824.1",385386,386780,"+",1395
1253,11.5727936119536,13.8242928007675,1.0654599741398e-07,1.64219809057635e-06,"lmo2840","AL591824.1",2927390,2928631,"-",1242
576,12.6215674880111,14.8106507861784,1.1509053596788e-07,1.73615297874951e-06,"infB","AL591824.1",1353696,1356035,"+",2340
346,11.5257093836402,13.7844152155745,1.2166832441034e-07,1.77892558008832e-06,"lmo0862","AL591824.1",900303,901835,"+",1533
271,11.635893853374,13.8871974087327,1.2294408099341e-07,1.77892558008832e-06,"lmo0695","AL591824.1",729026,730072,"+",1047
1258,11.5959138129633,13.8459011219899,1.38641249979838e-07,1.96593292471411e-06,"lmo2849","AL591824.1",2937192,2938643,"-",1452
693,11.5033407202391,13.7593397750614,1.42143119935005e-07,1.97606807909644e-06,"lmo1624","AL591824.1",1666107,1667720,"-",1614
825,11.5351024296611,13.7926760326187,1.55961073298032e-07,2.07738933990433e-06,"lmo1915","AL591824.1",1988159,1989802,"+",1644
840,11.5242883910382,13.7820928337591,1.59900484535812e-07,2.07738933990433e-06,"fhuB","AL591824.1",2032460,2033485,"-",1026
903,11.5068295514614,13.7608454123286,1.63766517277611e-07,2.07738933990433e-06,"lmo2087","AL591824.1",2166012,2167343,"-",1332
336,11.4819323582889,13.742991983196,1.64356056272091e-07,2.07738933990433e-06,"lmo0847","AL591824.1",885440,886882,"+",1443
804,11.534455712875,13.7917216521399,1.64487327004729e-07,2.07738933990433e-06,"lmo1875","AL591824.1",1948871,1950763,"-",1893
1032,11.5565328600747,13.8091351230986,1.70638059346157e-07,2.07738933990433e-06,"int","AL591824.1",2401008,2402366,"+",1359
737,15.3136243800106,17.2226878799419,1.71867842996693e-07,2.07738933990433e-06,"lmo1734","AL591824.1",1800256,1804848,"-",4593
1236,11.487588293522,13.7424809984846,1.7287160938555e-07,2.07738933990433e-06,"lmo2819","AL591824.1",2903200,2904402,"-",1203
443,11.8429908699869,14.0806906483745,1.81685547732706e-07,2.14691755570814e-06,"pdhC","AL591824.1",1081183,1082817,"+",1635
1118,11.5259731661529,13.78421995924,1.8808655923929e-07,2.18612082787961e-06,"hom","AL591824.1",2623125,2624411,"-",1287
1198,11.4920396233219,13.7455972037354,1.97798632503203e-07,2.26192307168985e-06,"lmo2741","AL591824.1",2816363,2817571,"-",1209
195,11.4241318476242,13.6859338207988,2.17748035830966e-07,2.45052948260563e-06,"lmo0456","AL591824.1",491634,492917,"+",1284
599,11.4603450893439,13.7208380917357,2.21976612725197e-07,2.45908466284632e-06,"lmo1389","AL591824.1",1415152,1416693,"+",1542
1240,11.4556920996336,13.7136438700783,2.40755645784528e-07,2.60077642000962e-06,"serC","AL591824.1",2912595,2913686,"-",1092
1261,11.4689086546667,13.7286041412262,2.42103305670853e-07,2.60077642000962e-06,"lmo2854","AL591824.1",2942216,2943079,"-",864
63,11.4554507858365,13.7122035116793,2.83937368393538e-07,3.00465065956744e-06,"lmo0123","AL591824.1",127188,128324,"+",1137
870,11.4443859205444,13.7018740448711,2.96518098189147e-07,3.09163722964861e-06,"lmo2011","AL591824.1",2085021,2086760,"-",1740
764,11.5462128234208,13.8024923424998,3.03078217137972e-07,3.1142384920409e-06,"ffh","AL591824.1",1873731,1875116,"-",1386
3,11.4893939037574,13.7491254099594,3.20118638633131e-07,3.22879522033389e-06,"lmo0010","AL591824.1",12918,13886,"+",969
269,11.4343984634089,13.6913013861432,3.23334923333859e-07,3.22879522033389e-06,"cheA","AL591824.1",726413,728269,"+",1857
1048,11.4018518267731,13.6638034915826,3.42845954338451e-07,3.37608030036058e-06,"lmo2355","AL591824.1",2423480,2424721,"-",1242
386,11.4140398365952,13.6706175460688,3.69836418844791e-07,3.59197288987612e-06,"lmo0942","AL591824.1",977051,978856,"-",1806
861,11.5244911977065,13.7810670944503,3.88554571980862e-07,3.72277285857339e-06,"leuA","AL591824.1",2059669,2061207,"+",1539
28,11.370897697636,13.6307277575412,4.07001895852564e-07,3.83982705429315e-06,"lmo0060","AL591824.1",64950,66146,"+",1197
1257,11.4063551862877,13.6667440231048,4.11603464211959e-07,3.83982705429315e-06,"lmo2848","AL591824.1",2935917,2937179,"-",1263
449,11.4077828826702,13.6648952561042,4.58827927991061e-07,4.22479222007354e-06,"lmo1062","AL591824.1",1088941,1090362,"+",1422
266,11.3971025963531,13.6561057068277,4.72116156878138e-07,4.29141481059743e-06,"lmo0688","AL591824.1",721824,723737,"+",1914
136,11.4603822185272,13.7160023652199,5.19182927308011e-07,4.63152268279442e-06,"lmo0304","AL591824.1",328701,329966,"+",1266
960,11.2970166705322,13.5650999427024,5.22597763926028e-07,4.63152268279442e-06,"lmo2222","AL591824.1",2311461,2312696,"-",1236
708,3.298401660294,14.58066072988,5.43398388984538e-07,4.75641305913626e-06,"lmo1644","AL591824.1",1688670,1691888,"-",3219
743,11.48872248632,13.7451919839133,6.1840216982673e-07,5.34691632203844e-06,"gatB","AL591824.1",1823463,1824924,"-",1462
1063,11.3179418363214,13.581575036048,6.84076536993967e-07,5.84349716540629e-06,"lmo2403","AL591824.1",2475860,2477251,"-",1392
357,11.25528534745,13.5238932339226,7.31542025404667e-07,6.17456304776082e-06,"lmo0884","AL591824.1",923161,924540,"+",1380
377,11.2550559082183,13.5214591073502,7.40438393087472e-07,6.17612730234138e-06,"lmo0917","AL591824.1",952318,953769,"+",1452
1249,11.289139504478,13.551309327798,7.74297485520442e-07,6.38345252597667e-06,"lmo2836","AL591824.1",2923236,2924288,"-",1053
578,11.6170444581104,13.8652589636226,7.92220101475422e-07,6.4561385281158e-06,"lmo1337","AL591824.1",1364669,1366207,"+",1539
343,11.2814650643066,13.544543684751,8.87308897109306e-07,6.96843272315245e-06,"lmo0859","AL591824.1",897273,898592,"+",1320
699,11.2621639797856,13.529630437119,8.89371669870223e-07,6.96843272315245e-06,"trpE","AL591824.1",1674961,1676325,"-",1365
1205,11.4188942041778,13.6761879647587,8.89525990525122e-07,6.96843272315245e-06,"lmo2763","AL591824.1",2844249,2845601,"+",1353
230,11.3025411126149,13.5714553034423,9.00001063632023e-07,6.96843272315245e-06,"hisZ","AL591824.1",606039,607220,"-",1182
16,11.2729503667187,13.5346763906041,9.0422540272218e-07,6.96843272315245e-06,"lmo0032","AL591824.1",34654,35619,"+",966
593,11.2128427067579,13.487091115672,9.26555860446858e-07,7.02604573052979e-06,"lmo1361","AL591824.1",1384362,1385714,"+",1353
1050,11.3090171713325,13.5686359752471,9.31520872594922e-07,7.02604573052979e-06,"lmo2362","AL591824.1",2431688,2433211,"+",1524
1246,11.2708639720581,13.5387941564488,9.63154466647624e-07,7.18817386161227e-06,"lmo2834","AL591824.1",2921340,2922371,"-",1032
1022,11.2684454889583,13.5317831480605,1.01043066669448e-06,7.46245148631652e-06,"lmo2317","AL591824.1",2392622,2393596,"-",975
712,12.0355240228304,14.2579008299251,1.0227253220016e-06,7.47538405463024e-06,"lmo1652","AL591824.1",1700523,1702292,"-",1770
162,11.6309497468153,13.8762866909972,1.05263074213442e-06,7.61546118544187e-06,"lmo0372","AL591824.1",398210,399652,"+",1443
395,12.6546452723629,14.8374737248484,1.19931260515138e-06,8.58901653588212e-06,"dltA","AL591824.1",1005036,1006568,"-",1533
819,11.2912926601967,13.5600174388826,1.27577931105912e-06,9.04527531540917e-06,"cca","AL591824.1",1978895,1980076,"-",1182
218,11.2178337204152,13.4788644163444,1.40525605729014e-06,9.86461925365057e-06,"lmo0537","AL591824.1",575166,576437,"+",1272
815,11.2503864388204,13.5215529710827,1.4551664409792e-06,1.00978641554867e-05,"aspB","AL591824.1",1970343,1971524,"-",1182
670,11.1761850560973,13.4491840239525,1.46696757124842e-06,1.00978641554867e-05,"hemA","AL591824.1",1593100,1594407,"-",1308
724,11.2124587858593,13.4858336920557,1.48171574234824e-06,1.0101312128124e-05,"lmo1680","AL591824.1",1735941,1737065,"-",1125
12,11.1977837451737,13.4694042372505,1.49990891117644e-06,1.01279563621343e-05,"lmo0023","AL591824.1",25862,26665,"+",804
463,11.1862581789653,13.4539681411837,1.54436278962549e-06,1.03297473381554e-05,"lmo1092","AL591824.1",1126704,1128194,"+",1491
1114,11.5301246203316,13.7814878048459,1.57691190406751e-06,1.04488835512511e-05,"prf1","AL591824.1",2619415,2620491,"-",1077
603,11.1157127108156,13.3958332698648,1.60210163909962e-06,1.05175005752003e-05,"lmo1392","AL591824.1",1418803,1420095,"+",1293
164,11.2151349935162,13.4778542617291,1.66215102207054e-06,1.08116061894313e-05,"lmo0383","AL591824.1",406637,408103,"+",1467
364,11.141290200611,13.4204464950474,1.73862235167767e-06,1.12062113394497e-05,"rsbU","AL591824.1",928738,929742,"+",1005
95,2.5309224299693,14.8088608690928,1.78246261753095e-06,1.13852792417067e-05,"lmo0182","AL591824.1",182267,185569,"+",3303
1220,11.2124044155664,13.4843349845206,1.85914445514194e-06,1.17505027000849e-05,"parA","AL591824.1",2878004,2878765,"-",762
586,11.1968449896693,13.4639967250234,1.87278815953399e-06,1.17505027000849e-05,"lmo1349","AL591824.1",1374119,1375465,"+",1347
415,11.1516914217166,13.4278021315988,1.89345195045605e-06,1.17628125498102e-05,"gbuA","AL591824.1",1043821,1045014,"+",1194
565,11.1569569236919,13.4238715967766,1.90793151372097e-06,1.17628125498102e-05,"lmo1296","AL591824.1",1323794,1325017,"+",1224
673,11.0805355093784,13.3616705574474,2.02253632034436e-06,1.23618814752082e-05,"dnaB","AL591824.1",1598432,1599808,"-",1377
1166,11.1883398175707,13.4529323347612,2.04835171781115e-06,1.24126612643428e-05,"lmo2664","AL591824.1",2737630,2738682,"-",1053
41,11.1710880557252,13.4350420518996,2.18098507818781e-06,1.31043933935183e-05,"lmo0089","AL591824.1",97381,98412,"+",1032
930,11.225692883972,13.4859687930289,2.26822661242152e-06,1.35140560353517e-05,"lmo2138","AL591824.1",2221671,2223128,"-",1458
814,11.3147422353906,13.5787283266747,2.49984935897705e-06,1.47699432959561e-05,"ansB","AL591824.1",1969006,1970329,"-",1324
806,11.12782187347,13.3997937522925,2.7863619520293e-06,1.62902760489524e-05,"lmo1877","AL591824.1",1951284,1952564,"-",1281
1070,11.8121387553339,14.0429648730804,2.80983252436447e-06,1.62902760489524e-05,"lmo2414","AL591824.1",2484816,2486117,"-",1302
1259,11.1062505494128,13.3840416864657,2.8260986657562e-06,1.62902760489524e-05,"lmo2852","AL591824.1",2941023,2941544,"-",522
476,11.0963707456151,13.3713191296214,2.86387917804929e-06,1.63749220744915e-05,"lmo1111","AL591824.1",1146228,1147412,"-",1185
1133,11.1343923570304,13.3978348240088,3.12611048023882e-06,1.77142460948952e-05,"lmo2581","AL591824.1",2661076,2662164,"-",1089
881,11.9821232117826,14.2032420813819,3.14808886876839e-06,1.77142460948952e-05,"murD","AL591824.1",2117304,2118671,"-",1368
827,11.0651144198154,13.3431383299073,3.21815771293261e-06,1.79659355784978e-05,"aroE","AL591824.1",1998168,1999454,"-",1287
392,11.2236783407263,13.4937063223913,3.35185117362188e-06,1.856611314139e-05,"lmo0961","AL591824.1",993900,995126,"+",1227
1147,14.5306615172207,16.539360685075,3.52748636666354e-06,1.93763398781516e-05,"rpsE","AL591824.1",2697463,2697966,"-",504
664,11.1980810198943,13.4688725445519,3.56813916268124e-06,1.93763398781516e-05,"mreC","AL591824.1",1580804,1581691,"-",888
925,11.1566686909485,13.4217763269985,3.58011357410136e-06,1.93763398781516e-05,"lmo2124","AL591824.1",2205709,2207016,"-",1308
498,11.2647424814843,13.5277518377439,3.70931225385143e-06,1.99235029392475e-05,"lmo1156","AL591824.1",1185375,1187195,"+",1821
490,11.1456884566382,13.4098672436833,3.87157791003198e-06,2.06387123173886e-05,"lmo1142","AL591824.1",1174241,1175605,"+",1365
126,11.0827751422578,13.3580384080571,3.98126856105363e-06,2.10360824694428e-05,"lmo0284","AL591824.1",307303,308319,"-",1017
615,11.0930984951221,13.3697192022202,4.00545999065554e-06,2.10360824694428e-05,"opuCA","AL591824.1",1459049,1460242,"-",1194
188,11.121384609187,13.3910338558882,4.04662759576457e-06,2.10960218043903e-05,"lmo0428","AL591824.1",447804,448910,"+",1107
591,11.3477655101229,13.6064070235807,4.12489092807337e-06,2.1204198712637e-05,"lmo1357","AL591824.1",1381201,1382565,"+",1365
736,14.5540260071245,16.5603164260007,4.12719241515361e-06,2.1204198712637e-05,"lmo1733","AL591824.1",1798740,1800241,"-",1502
905,11.0726593562792,13.3359144853455,4.2172478064339e-06,2.15109978040405e-05,"argG","AL591824.1",2169312,2170526,"+",1215
831,11.4933483619248,13.7435278737616,4.25656009248607e-06,2.15564364683759e-05,"aroF","AL591824.1",2003145,2004311,"-",1167
682,11.0698253188368,13.3413140951561,4.45467058654629e-06,2.22745078364139e-05,"lmo1593","AL591824.1",1635146,1636285,"-",1140
1128,11.0538948833371,13.3259562446773,4.46118492633396e-06,2.22745078364139e-05,"lmo2573","AL591824.1",2650758,2651756,"-",999
949,12.0900549926053,14.3045098735899,4.63745256306533e-06,2.29926843861071e-05,"lmo2195","AL591824.1",2283331,2284260,"-",930
1250,11.0754742136312,13.3414563153659,4.81444136764228e-06,2.37044370115165e-05,"lmo2838","AL591824.1",2925145,2926026,"-",882
1171,11.7575611308786,13.9910173878555,4.91157311270431e-06,2.40158988752232e-05,"lmo2676","AL591824.1",2747427,2748683,"+",1257
653,11.3275801763287,13.5871462024486,5.02055204761737e-06,2.4380626039457e-05,"hisS","AL591824.1",1552632,1553909,"-",1278
410,11.0322362758053,13.3091019969682,5.07366756521052e-06,2.44709544471718e-05,"lmo1004","AL591824.1",1035021,1036055,"+",1035
441,11.3787095417732,13.6346988322524,5.14646086060634e-06,2.46543293930398e-05,"pdhA","AL591824.1",1078977,1080092,"+",1116
859,12.1282102345242,14.3409256644732,5.22869827190617e-06,2.48801817099428e-05,"ilvB","AL591824.1",2056205,2057926,"+",1722
823,11.0276215968442,13.294433000667,5.30975633404125e-06,2.50404187533106e-05,"lmo1912","AL591824.1",1985218,1986345,"+",1128
947,12.704041926366,14.8813133564475,5.33300878949211e-06,2.50404187533106e-05,"lmo2193","AL591824.1",2281203,2282279,"-",1077
1111,11.0833637529979,13.3457807634613,5.83804998687054e-06,2.72314305308633e-05,"lmo2541","AL591824.1",2617239,2618276,"-",1038
260,11.0450238806725,13.3091217910982,6.11964549061192e-06,2.83583572081297e-05,"lmo0679","AL591824.1",713260,714306,"+",1047
865,10.961688480094,13.2365694066403,6.41004283962441e-06,2.9511171255154e-05,"lmo1999","AL591824.1",2072205,2073269,"-",1065
436,11.0029045474921,13.2734840544402,6.65585423547105e-06,3.04451655028966e-05,"lmo1042","AL591824.1",1071462,1072685,"+",1224
1009,11.0072049386256,13.28283811539,6.87437066567729e-06,3.12431333459308e-05,"lmo2301","AL591824.1",2385301,2386095,"-",795
1072,11.0229163581117,13.3028698116109,7.09026710705454e-06,3.20191043242145e-05,"lmo2419","AL591824.1",2489945,2490967,"-",1023
773,10.9667333779423,13.2522986168517,7.28346438511127e-06,3.26505397765924e-05,"fmt","AL591824.1",1897577,1898515,"-",939
521,11.0429302728226,13.3136105072081,7.32834730501859e-06,3.26505397765924e-05,"lmo1186","AL591824.1",1211869,1212990,"+",1122
835,11.0213016720987,13.2854924143486,7.36824592983749e-06,3.26505397765924e-05,"lmo1943","AL591824.1",2018258,2019265,"-",1008
1087,11.0129339431615,13.2934905921032,7.64213125741593e-06,3.3426553123092e-05,"lmo2481","AL591824.1",2556514,2557167,"-",654
141,10.9654272316535,13.2403005889159,7.65250699319692e-06,3.3426553123092e-05,"lmo0315","AL591824.1",340278,340952,"+",675
958,10.9552757372434,13.2343893208544,7.68480699444852e-06,3.3426553123092e-05,"lmo2215","AL591824.1",2304267,2305019,"-",753
944,11.0483769606865,13.3129893296042,7.9826605427698e-06,3.45104044196572e-05,"lmo2184","AL591824.1",2271444,2272316,"-",873
726,10.919916753186,13.1972853524704,8.13654284061437e-06,3.49624780242157e-05,"lmo1689","AL591824.1",1753845,1754942,"-",1098
93,10.9733866584583,13.2517714878337,8.21744333597508e-06,3.50973935253393e-05,"lmo0179","AL591824.1",179174,180052,"+",879
876,10.9938305209725,13.260318912403,8.65741519218794e-06,3.67551339596482e-05,"nadB","AL591824.1",2102608,2104062,"+",1455
1105,11.0232796390764,13.2923212437497,9.07807401129878e-06,3.81167219059814e-05,"lmo2521","AL591824.1",2599548,2600282,"-",735
668,11.4050939715379,13.6564695140422,9.08565021454282e-06,3.81167219059814e-05,"hemL","AL591824.1",1589175,1590464,"-",1290
551,10.9866193917869,13.2600901746665,9.35170571506244e-06,3.90021138351722e-05,"lmo1250","AL591824.1",1273473,1274678,"-",1206
681,10.9309942659743,13.2066010564895,9.67463560849647e-06,4.01129628445848e-05,"argJ","AL591824.1",1631516,1632712,"-",1197
1223,10.8483636857317,13.1334395326129,9.98326879997453e-06,4.11519626696625e-05,"lmo2794","AL591824.1",2880217,2881071,"-",855
461,11.0911955491284,13.3589549681717,1.01961324438838e-05,4.17864618653966e-05,"tagB","AL591824.1",1122918,1124078,"+",1161
36,10.9662090423934,13.2470802049404,1.02776972701384e-05,4.18786630145293e-05,"lmo0075","AL591824.1",79047,79820,"+",774
109,11.472377190905,13.7185885670985,1.03632568041921e-05,4.19859947095554e-05,"lmo0235","AL591824.1",255800,256498,"+",699
927,10.8835466705293,13.1711277060815,1.04614872713778e-05,4.2143150428448e-05,"lmo2135","AL591824.1",2219751,2220845,"-",1095
701,10.8871793367682,13.1749956353338,1.05651703200278e-05,4.23203715079079e-05,"lmo1636","AL591824.1",1680644,1681564,"+",921
741,10.8083753736386,13.1055666588064,1.09031719364778e-05,4.34289264211391e-05,"lmo1747","AL591824.1",1817112,1817879,"-",768
139,10.9855443394604,13.2599014603274,1.11290319940333e-05,4.39783692713315e-05,"lmo0311","AL591824.1",336541,337161,"+",621
107,11.0052213577784,13.2853831462631,1.11651713241744e-05,4.39783692713315e-05,"lmo0230","AL591824.1",249026,249544,"+",519
273,10.9483342580418,13.222835028334,1.20178087630128e-05,4.70752840495917e-05,"lmo0697","AL591824.1",730516,731751,"+",1236
686,10.879529092719,13.1678310374747,1.25278776262593e-05,4.88036551484496e-05,"lmo1611","AL591824.1",1654902,1655975,"-",1074
828,10.9444465647168,13.2277566807494,1.27270139196118e-05,4.9308485622977e-05,"tyrA","AL591824.1",1999468,2000571,"-",1104
769,10.874830443996,13.1580848323995,1.31739883398355e-05,5.07628137659966e-05,"lmo1812","AL591824.1",1886887,1887777,"-",891
584,10.8469965095436,13.1312570112212,1.34849904441024e-05,5.16803147290196e-05,"comGA","AL591824.1",1371454,1372476,"-",1023
846,10.7995419925256,13.0935958881601,1.39953632712956e-05,5.33479169857452e-05,"lmo1964","AL591824.1",2037953,2038840,"-",888
767,10.8814916897438,13.1695262707269,1.43483689316435e-05,5.44010351472472e-05,"plsX","AL591824.1",1883062,1884075,"-",1014
1078,10.8477457534479,13.1268889787381,1.44671309394664e-05,5.45595523195835e-05,"lmo2431","AL591824.1",2500179,2501150,"-",972
541,10.8624950006353,13.1395353886392,1.45960586196522e-05,5.47545267795418e-05,"pheS","AL591824.1",1241048,1242100,"+",1053
1085,10.8705201522957,13.1541274016043,1.46738637079669e-05,5.47566808892027e-05,"lmo2474","AL591824.1",2548479,2549354,"-",876
936,12.339245740339,14.5352075410652,1.50389168272095e-05,5.58250891648772e-05,"lmo2154","AL591824.1",2235739,2236788,"-",1050
348,10.8752862309994,13.1644066014853,1.51241659952241e-05,5.58491338052806e-05,"lmo0864","AL591824.1",902773,903840,"+",1068
955,10.9593736823884,13.2238117261435,1.58921383536094e-05,5.81225556838743e-05,"hemE","AL591824.1",2301260,2302321,"-",1062
554,10.8209069345008,13.1062175961804,1.60328537211522e-05,5.81225556838743e-05,"proB","AL591824.1",1284644,1285474,"-",831
254,10.858896681986,13.1261409751007,1.60572564144213e-05,5.81225556838743e-05,"lmo0667","AL591824.1",704452,705387,"+",936
866,10.8345905236969,13.1227756160329,1.60677304852459e-05,5.81225556838743e-05,"lmo2001","AL591824.1",2074084,2074902,"-",819
445,11.1532090010319,13.4175195725835,1.62431407508545e-05,5.8458816204852e-05,"lmo1057","AL591824.1",1084853,1085806,"+",954
417,10.8887455524616,13.169730250685,1.65255044039552e-05,5.88441176136936e-05,"gbuC","AL591824.1",1045869,1046771,"+",903
803,10.7601761478298,13.0560342406505,1.66157242179619e-05,5.88441176136936e-05,"lmo1874","AL591824.1",1947914,1948858,"-",945
261,11.0075864753867,13.2806875674451,1.66809554557739e-05,5.88441176136936e-05,"lmo0681","AL591824.1",716450,717673,"+",1224
82,11.0018559283809,13.2706930818603,1.66821828495803e-05,5.88441176136936e-05,"lmo0153","AL591824.1",150232,151173,"+",942
322,10.8971177965702,13.1719329456635,1.68805586677904e-05,5.91128694264687e-05,"lmo0766","AL591824.1",791977,792867,"+",891
506,10.825219727967,13.1142079794907,1.69251234041934e-05,5.91128694264687e-05,"lmo1164","AL591824.1",1190547,1191542,"+",996
658,10.8336700610812,13.1183984762401,1.70903056797241e-05,5.92617703694997e-05,"ruvB","AL591824.1",1567397,1568404,"-",1008
676,10.7833417554121,13.0810487335508,1.71349265525352e-05,5.92617703694997e-05,"accD","AL591824.1",1612395,1613279,"-",885
558,10.7989576751634,13.088554213312,1.72382843125506e-05,5.9329823192225e-05,"lmo1272","AL591824.1",1294912,1295775,"+",864
263,10.7934170619854,13.0908175297749,1.79274827965497e-05,6.14037937331097e-05,"lmo0685","AL591824.1",719653,720504,"+",852
22,10.963431192745,13.2379765107308,1.80407529265529e-05,6.14946818506057e-05,"lmo0048","AL591824.1",51775,52389,"+",615
