"X","logFC","logCPM","PValue","FDR","GeneID","Chr","Start","End","Strand","Length"
315,-10.4847260380165,10.2151893987919,0.000213591155125444,0.00245804903111577,"lmo0758","AL591824.1",783901,784788,"+",888
339,-10.5474941456254,10.2570292768448,0.00022054027742616,0.00249481664292448,"lmo0853","AL591824.1",891848,892189,"+",342
1202,-2.04364226118025,11.8829027492898,0.000223893801288095,0.00249481664292448,"lmo2751","AL591824.1",2826515,2828236,"+",1722
189,-10.2853390984162,10.0613527698826,0.000253552943911722,0.0027811588535317,"lmo0431","AL591824.1",452524,453093,"+",570
188,-2.31569935737355,11.1910378298217,0.000259828487383896,0.00278334212149514,"lmo0428","AL591824.1",447804,448910,"+",1107
568,-10.3798430858345,10.1199924656461,0.000261681737918346,0.00278334212149514,"lmo1309","AL591824.1",1335932,1336438,"-",507
467,-9.79478575096842,9.68442867136408,0.000288765218848917,0.00298166903621009,"lmo1095","AL591824.1",1129412,1129816,"+",405
211,-2.53624798099955,11.3886249082999,0.000288822641684168,0.00298166903621009,"lmo0527","AL591824.1",562789,564264,"+",1476
56,-10.2834873099249,10.0516475140118,0.000337752554627924,0.00342718215803723,"lmaD","AL591824.1",121664,122092,"+",429
1003,-10.2630735222158,10.0388258682452,0.000341741810630493,0.00342718215803723,"lmo2295","AL591824.1",2379004,2379399,"-",396
815,-2.31573578198021,11.1988251274581,0.000359283118273622,0.00355234857786031,"aspB","AL591824.1",1970343,1971524,"-",1182
603,-2.16750593849057,11.0653817723344,0.000415471244694413,0.00405084463577053,"lmo1392","AL591824.1",1418803,1420095,"+",1293
682,-2.11449934200456,11.0087388919413,0.000436052002435586,0.00419326720150385,"lmo1593","AL591824.1",1635146,1636285,"-",1140
413,-10.2365425478083,9.98894069839506,0.000468096004092149,0.00444058641719849,"lmo1009","AL591824.1",1039297,1039749,"+",453
670,-2.20249743595159,11.0786351521029,0.000502927059744301,0.00470739727920666,"hemA","AL591824.1",1593100,1594407,"-",1308
865,-2.1623039792192,11.0621144342512,0.000604088616193402,0.00557987116536537,"lmo1999","AL591824.1",2072205,2073269,"-",1065
1181,-9.95279428687225,9.77622729055721,0.000685774338474297,0.006252124488428,"lmo2707","AL591824.1",2780577,2780798,"-",222
1236,-1.61484200928099,11.4797251173906,0.000772163550074486,0.00673252233352736,"lmo2819","AL591824.1",2903200,2904402,"-",1203
179,-9.72788217727273,9.60559344583188,0.000772945098756357,0.00673252233352736,"lmo0416","AL591824.1",439009,439212,"+",204
410,-2.24340664529023,11.1088717386297,0.000784542695834921,0.00673252233352736,"lmo1004","AL591824.1",1035021,1036055,"+",1035
336,-1.62115193017561,11.4903795692524,0.000800894829538394,0.00673252233352736,"lmo0847","AL591824.1",885440,886882,"+",1443
280,-2.27742016525539,11.1349215017301,0.000805387082333774,0.00673252233352736,"lmo0705","AL591824.1",738191,739711,"+",1521
278,-9.86190512109067,9.69242948014596,0.000807400652149519,0.00673252233352736,"lmo0703","AL591824.1",737269,737733,"+",465
650,-2.19332323694641,11.060983336614,0.000808001434573567,0.00673252233352736,"lmo1506","AL591824.1",1536143,1537648,"-",1506
285,-10.2959373845824,10.0316470819737,0.000827531320364136,0.00673252233352736,"lmo0710","AL591824.1",742578,742979,"+",402
1038,-2.29987440964681,11.1601037433565,0.000830471805262256,0.00673252233352736,"lmo2341","AL591824.1",2409875,2410993,"-",1119
728,-10.2690292422915,10.0049093096739,0.000834372425949972,0.00673252233352736,"lmo1691","AL591824.1",1756130,1756617,"-",488
236,-9.92522673078346,9.74810281527148,0.000888143940137609,0.00708496643155229,"lmo0599","AL591824.1",640300,640632,"+",333
1120,-2.25502365856651,11.1107692874857,0.000920380795152206,0.00725963278872864,"lmo2550","AL591824.1",2625414,2626361,"-",948
82,-2.24306715565145,11.1052774871326,0.00102520510947009,0.0079965998538667,"lmo0153","AL591824.1",150232,151173,"+",942
48,-9.80205937752911,9.62514676383227,0.00106709728850484,0.00817542280064936,"lmo0102","AL591824.1",108320,108610,"+",291
521,-2.21594300151833,11.0712357729137,0.00107142293113923,0.00817542280064936,"lmo1186","AL591824.1",1211869,1212990,"+",1122
436,-2.14984335498638,11.0099786087389,0.00111343984402893,0.00840467495170225,"lmo1042","AL591824.1",1071462,1072685,"+",1224
970,-2.05214313159037,10.9401192650524,0.00122913409841772,0.00908371358508451,"lmo2247","AL591824.1",2336515,2337399,"-",885
1080,-2.32705623864082,11.1947598725347,0.001229277479463,0.00908371358508451,"tpi","AL591824.1",2529184,2529939,"-",756
848,-1.91366407120558,10.8365203260469,0.00133409209970553,0.00949343880176471,"lmo1966","AL591824.1",2040274,2040933,"+",660
690,-10.0140482794983,9.80020846182044,0.00133614173572128,0.00949343880176471,"lmo1618","AL591824.1",1660923,1661363,"-",441
266,-1.79239490585986,11.2406786302965,0.0013489178446412,0.00949343880176471,"lmo0688","AL591824.1",721824,723737,"+",1914
162,-1.74749113137579,11.6044783322457,0.00135486913703957,0.00949343880176471,"lmo0372","AL591824.1",398210,399652,"+",1443
875,-2.94892729525774,10.7893274788656,0.00135851718997111,0.00949343880176471,"lmo2022","AL591824.1",2101371,2102477,"-",1107
346,-1.56856931965649,11.4319140837792,0.00136586512674962,0.00949343880176471,"lmo0862","AL591824.1",900303,901835,"+",1533
1105,-2.08876401858057,10.9563977839754,0.00138112633354699,0.00950539888382339,"lmo2521","AL591824.1",2599548,2600282,"-",735
1152,-2.92026558894544,11.6876249560597,0.00148976391062372,0.0100682661518096,"rplD","AL591824.1",2704433,2705056,"-",624
1012,-9.64042087722981,9.50236389343285,0.00149159498545328,0.0100682661518096,"lmo2307","AL591824.1",2388528,2388710,"-",183
123,-2.25411242861567,12.0779689203464,0.00154566992990574,0.0103339075313698,"lmo0279","AL591824.1",302008,304140,"+",2133
377,-2.21793524860259,11.0807504628621,0.00157559272092561,0.0104345857555639,"lmo0917","AL591824.1",952318,953769,"+",1452
139,-2.10730714452593,10.9740169811253,0.00161288527060647,0.0105817332707079,"lmo0311","AL591824.1",336541,337161,"+",621
213,-2.11289937599354,10.9678345452937,0.00167123343676692,0.0107905831052106,"lmo0529","AL591824.1",565764,567014,"+",1251
1098,-1.95890650378624,10.8313330055512,0.00167899549754462,0.0107905831052106,"ftsE","AL591824.1",2584055,2584741,"-",687
1261,-1.55915995218249,11.433198868274,0.00169083211050309,0.0107905831052106,"lmo2854","AL591824.1",2942216,2943079,"-",864
1056,-1.96477762345808,12.3637182246995,0.00174369629864715,0.0110277009157685,"lmo2378","AL591824.1",2454695,2457103,"+",2409
254,-1.96713784783424,10.8366526702041,0.00181988752954323,0.0114067950512442,"lmo0667","AL591824.1",704452,705387,"+",936
729,-1.80397743549076,10.7334143728678,0.00183847780913355,0.0114213400178031,"lmo1693","AL591824.1",1756864,1757673,"-",810
81,-9.55218122112296,9.41920723564222,0.00187199879510292,0.0115275715277391,"lmo0148","AL591824.1",146666,146705,"+",40
672,-1.77464054731776,10.6874505969834,0.00200998208241393,0.0122696297552572,"dnaI","AL591824.1",1597499,1598422,"-",924
28,-1.39250210547354,11.2745662245358,0.00207997497350934,0.0124886591600886,"lmo0060","AL591824.1",64950,66146,"+",1197
464,-2.32466495786053,10.3048662308839,0.00209911450443196,0.0124886591600886,"lmo1093","AL591824.1",1128206,1129030,"+",825
676,-1.97130484669822,10.8841393663838,0.00209923330611176,0.0124886591600886,"accD","AL591824.1",1612395,1613279,"-",885
472,-10.0132790795956,9.77663421848385,0.0021392571268469,0.0126198193533321,"lmo1107","AL591824.1",1144533,1144928,"-",396
41,-2.17200792992468,11.0331120153174,0.00233919098873692,0.013684267284111,"lmo0089","AL591824.1",97381,98412,"+",1032
923,-1.75028287746839,10.651420509726,0.00241114010387325,0.0139885979580084,"lmo2120","AL591824.1",2200723,2201544,"-",822
582,-9.91639918659268,9.66628432529981,0.00254269119585104,0.0145486653273854,"lmo1345","AL591824.1",1370108,1370431,"-",324
955,-1.19335094396558,11.0762115082368,0.00254912512146497,0.0145486653273854,"hemE","AL591824.1",2301260,2302321,"-",1062
1248,-1.92584177742842,10.7838586602797,0.00258243588450647,0.0146199192816415,"lmo2835","AL591824.1",2922429,2923223,"-",795
1051,-1.54423625410141,11.4122514293375,0.00277979493672123,0.0156113283646264,"lmo2363","AL591824.1",2433224,2434618,"+",1395
762,-9.43650260544083,9.29577424888984,0.00284605156771013,0.0157930324189986,"lmo1796","AL591824.1",1867157,1867410,"-",254
1235,-1.49267180068114,11.3581686160088,0.00286397177986952,0.0157930324189986,"lmo2817","AL591824.1",2900594,2901784,"-",1191
374,-9.79523554039957,9.56768464286381,0.00287964123879177,0.0157930324189986,"lmo0914","AL591824.1",950363,950668,"+",306
618,-2.26143880161677,11.1105617094047,0.00296574650518431,0.0161391786561193,"lmo1436","AL591824.1",1468221,1469432,"-",1212
701,-1.84731963160716,10.7520891324815,0.00310303810899797,0.016718889726097,"lmo1636","AL591824.1",1680644,1681564,"+",921
1158,-1.9474911707701,10.8147197606296,0.00311990677224887,0.016718889726097,"lmo2648","AL591824.1",2720497,2721489,"-",993
263,-1.83025261031226,10.7118101816112,0.00327387051958576,0.0171039891671673,"lmo0685","AL591824.1",719653,720504,"+",852
610,-1.84298329856907,10.7408912359354,0.0032773643115415,0.0171039891671673,"lmo1421","AL591824.1",1451813,1452799,"+",987
311,-1.51277918226191,10.4811085025348,0.003279684342054,0.0171039891671673,"lmo0755","AL591824.1",781103,781924,"+",822
692,-1.45523234536802,10.4355402635147,0.00328922868599372,0.0171039891671673,"lmo1623","AL591824.1",1665414,1666097,"-",684
387,-2.02324152199935,10.8748038200568,0.00340500426765779,0.0175758308521748,"lmo0945","AL591824.1",980177,981307,"+",1131
846,-1.83821255723955,10.7129377293051,0.00347820937042515,0.017636329004788,"lmo1964","AL591824.1",2037953,2038840,"-",888
10,-1.579276781149,10.5191043368966,0.00350722566646586,0.017636329004788,"lmo0021","AL591824.1",24950,25351,"+",402
639,-1.35519520411123,10.3528554974171,0.00351513914993133,0.017636329004788,"lmo1488","AL591824.1",1520659,1521225,"-",567
573,-1.7607712186627,10.6603005280129,0.00351721661064149,0.017636329004788,"cdsA","AL591824.1",1341879,1342667,"+",789
328,-1.21807409265427,11.112889379507,0.00365918564730803,0.0181192564160728,"lmo0807","AL591824.1",834845,835939,"+",1095
589,-9.64353799240126,9.46087614098606,0.00368481932971485,0.0181192564160728,"lmo1352","AL591824.1",1377410,1377682,"-",273
821,-9.8809526299104,9.63146878138354,0.00371260574682672,0.0181192564160728,"lmo1908","AL591824.1",1981299,1981634,"-",336
545,-9.68167475349945,9.47897165459806,0.00375653690237761,0.0181192564160728,"lmo1229","AL591824.1",1254459,1254722,"+",264
1048,-1.03762712487404,11.5004430733506,0.00376383072786707,0.0181192564160728,"lmo2355","AL591824.1",2423480,2424721,"-",1242
831,-1.34183640776404,11.227901110969,0.00376839236003792,0.0181192564160728,"aroF","AL591824.1",2003145,2004311,"-",1167
1179,-1.56907960521443,10.5079667819031,0.00381315105418689,0.0182097417689741,"lmo2696","AL591824.1",2772634,2773230,"+",597
478,-1.73250726982668,10.6537676171909,0.00398744708035097,0.0188373427930286,"lmo1119","AL591824.1",1156384,1157241,"-",858
455,-1.71392547980216,10.6400844859141,0.00399823942473115,0.0188373427930286,"lmo1082","AL591824.1",1116532,1117092,"+",561
282,-1.19924002911871,11.0847340628633,0.00406395396716342,0.0190193045663248,"lmo0707","AL591824.1",740610,741899,"+",1290
597,-1.42705568649573,10.4133361250394,0.00413100071533019,0.0192050496831907,"lisR","AL591824.1",1402550,1403230,"+",681
744,-2.46682855175604,12.7609745121865,0.00420220837249888,0.0194075676150935,"gatA","AL591824.1",1824936,1826387,"-",1452
833,-1.75810399895015,10.6709364380119,0.00436680467871052,0.0200359273493777,"lmo1930","AL591824.1",2004977,2005942,"-",966
591,-1.45287538255023,11.3384613979768,0.00451788781872964,0.0205945275892741,"lmo1357","AL591824.1",1381201,1382565,"+",1365
781,-1.37950376453314,10.3610033433095,0.00454786296020778,0.0205974180520378,"pyrDII","AL591824.1",1908827,1909591,"-",765
348,-1.92543096887105,10.7843224265761,0.00460275329944635,0.0207123898475086,"lmo0864","AL591824.1",902773,903840,"+",1068
1130,-1.82259459802943,10.694620323331,0.0047133935228974,0.0210751735864584,"lmo2578","AL591824.1",2658966,2659841,"+",876
707,-9.31458728065306,9.1685531043837,0.00475355364390139,0.0210857612223009,"lmo1640","AL591824.1",1684229,1684462,"-",234
796,-9.44746210768056,9.27042461643964,0.0048014328945173,0.0210857612223009,"lmo1854","AL591824.1",1931026,1931319,"-",294
401,-9.5640763734948,9.37246613880477,0.00482676400628746,0.0210857612223009,"lmo0983","AL591824.1",1014540,1015019,"+",480
397,-1.68548438261279,10.5904944286984,0.00486448081664582,0.0210857612223009,"lmo0979","AL591824.1",1010313,1011077,"+",765
1144,-2.63992213312444,12.359277911087,0.00486594489745405,0.0210857612223009,"rplO","AL591824.1",2696771,2697211,"-",441
279,-9.66735250545059,9.44941576044119,0.00493463182374013,0.0211157072782111,"lmo0704","AL591824.1",737743,738171,"+",429
981,-1.52910058165762,12.8952943979148,0.00493527112303608,0.0211157072782111,"addB","AL591824.1",2356325,2359798,"-",3474
934,-8.98947232561932,8.91295488985953,0.00496309359103253,0.0211157072782111,"lmo2152","AL591824.1",2234936,2234976,"-",41
908,-0.976323043930876,10.8895408051471,0.005017678740051,0.0212193402139506,"lmo2095","AL591824.1",2174488,2175420,"-",933
1131,-9.65062694667862,9.44346146995905,0.0054376621400587,0.0228577174989294,"lmo2579","AL591824.1",2659852,2660145,"+",294
548,-1.54055411259153,10.4833109351178,0.00550098709461335,0.0229397758023505,"lmo1238","AL591824.1",1264642,1265388,"+",747
65,-1.71381934887838,10.6091196891074,0.00552253861908439,0.0229397758023505,"lmo0126","AL591824.1",129218,129697,"+",480
576,-2.20407589985135,12.5701292467738,0.00557754123008769,0.0230292587191895,"infB","AL591824.1",1353696,1356035,"+",2340
376,-9.73874090866704,9.51027185585138,0.00562130982874554,0.0230292587191895,"lmo0916","AL591824.1",951956,952306,"+",351
506,-1.85779230330292,10.7111252973572,0.00564249643831993,0.0230292587191895,"lmo1164","AL591824.1",1190547,1191542,"+",996
687,-1.47444485622304,10.422662924372,0.0058827823800996,0.0238711747446816,"lmo1616","AL591824.1",1658466,1659248,"-",783
607,-1.85555970909274,10.7051837560485,0.00608826939364205,0.0245630178984869,"lmo1418","AL591824.1",1448315,1449583,"-",1269
181,-9.19046275435343,9.05397505970459,0.0063001971727294,0.0252093052962235,"lmo0421","AL591824.1",441557,441583,"-",27
853,-1.37853415675975,10.3544688862781,0.00632028166970846,0.0252093052962235,"lmo1973","AL591824.1",2046046,2046489,"-",444
83,-1.9014986194643,10.7526452019701,0.00637697865311701,0.0252917458445658,"lmo0154","AL591824.1",151186,151890,"+",705
1087,-0.965655546615035,10.8802069034133,0.00650743368782786,0.0255359287479009,"lmo2481","AL591824.1",2556514,2557167,"-",654
952,-1.63528297664781,10.5599492691615,0.00651129807104594,0.0255359287479009,"lmo2200","AL591824.1",2288971,2289423,"-",453
494,-1.8185909764226,10.6671477525025,0.00655467311433173,0.0255544093539562,"lmo1146","AL591824.1",1177116,1177865,"+",750
765,-9.59896553759887,9.41014114562206,0.00660776763455297,0.0255544093539562,"lmo1802","AL591824.1",1875129,1875461,"-",333
794,-9.41645033389572,9.23562151024981,0.00663423101869167,0.0255544093539562,"lmo1852","AL591824.1",1928543,1928785,"-",243
736,-2.35561235932142,14.9545405434692,0.00666901249783907,0.0255544093539562,"lmo1733","AL591824.1",1798740,1800241,"-",1502
1206,-0.948670840014239,10.8597985423808,0.00672881480835512,0.0255544093539562,"lmo2764","AL591824.1",2845613,2846497,"+",885
973,-1.81564229093337,10.6937320189858,0.00677678202656081,0.0255544093539562,"lmo2249","AL591824.1",2338420,2339418,"+",999
326,-1.37186537509628,10.3448345880695,0.00680174124774133,0.0255544093539562,"lmo0784","AL591824.1",807255,807689,"-",435
1082,-1.67643489339472,10.5663359486694,0.00680722870254958,0.0255544093539562,"lmo2464","AL591824.1",2538588,2539196,"-",609
938,-1.6875241785832,10.5979948626902,0.00686129317697565,0.0256203606927495,"lmo2162","AL591824.1",2245143,2245883,"-",741
138,-9.27128741316888,9.12015322433744,0.00707251747120775,0.0262693506073431,"lmo0305","AL591824.1",331021,331059,"+",39
353,-1.51334995082803,10.4468020279664,0.0073056610730008,0.0269924951223503,"lmo0877","AL591824.1",916436,917164,"+",729
1146,-3.28540841869391,11.0063847497687,0.00743262118037512,0.027303932829884,"rpmD","AL591824.1",2697267,2697446,"-",180
641,-0.8924642680746,10.826964940097,0.00746774231244691,0.027303932829884,"lmo1490","AL591824.1",1521533,1522354,"-",822
419,-1.6103844560163,10.508625589849,0.00784817206590678,0.0285462009858371,"lmo1020","AL591824.1",1049273,1049986,"+",714
714,-0.968128718571364,10.8880303829756,0.00805117294319957,0.0290714396308821,"lmo1661","AL591824.1",1711672,1712637,"+",966
1200,-1.62874655367189,10.5264165332088,0.00807539989746724,0.0290714396308821,"lmo2749","AL591824.1",2824079,2824651,"+",573
391,-1.68461578896455,10.5622267006974,0.00833450931797057,0.0297840607294119,"lmo0960","AL591824.1",992978,993886,"+",909
287,-1.96808734712058,11.816645797029,0.0083582050764874,0.0297840607294119,"lmo0713","AL591824.1",743782,745434,"+",1653
741,-0.907276524801758,10.8063062823064,0.00847086561320618,0.0299553014815861,"lmo1747","AL591824.1",1817112,1817879,"-",768
965,-8.74353351242933,8.67669109304975,0.00849160255674591,0.0299553014815861,"lmo2239","AL591824.1",2330925,2330954,"-",30
1037,-9.01106515764399,8.89008378162761,0.00872460469492637,0.0306233624791915,"lmo2340","AL591824.1",2408932,2408956,"-",25
1204,-9.1320901398085,9.00618702587719,0.00916326149873282,0.0319703646294689,"lmo2752","AL591824.1",2830039,2830082,"+",44
947,-2.22305878116555,12.9053103222257,0.00922883678776888,0.0319703646294689,"lmo2193","AL591824.1",2281203,2282279,"-",1077
85,-0.737930939129125,11.2276470724952,0.0092449914811712,0.0319703646294689,"lmo0162","AL591824.1",162467,163459,"+",993
155,-1.54418759186853,10.4359851461408,0.00945903780480391,0.0324076865924169,"lmo0347","AL591824.1",375842,376492,"-",651
885,-1.71271098409037,10.563693702885,0.00946378312171719,0.0324076865924169,"lmo2041","AL591824.1",2124114,2125052,"-",939
1074,-1.81860316034612,10.6772563325416,0.00955384174810202,0.0325256348187512,"lmo2422","AL591824.1",2492684,2493379,"-",696
913,-2.06868197053004,10.9225406541119,0.0095908923183497,0.0325256348187512,"lmo2101","AL591824.1",2181329,2182216,"+",888
380,-2.04180393863107,10.0026285688752,0.00966068755962385,0.0326048205137305,"lmo0935","AL591824.1",972197,972706,"+",510
1212,-1.49085826445421,12.3256527216329,0.0099662137237262,0.0334750336557694,"lmo2775","AL591824.1",2858196,2860364,"-",2169
1159,-1.43864264902182,10.3624199506443,0.0100348537394012,0.033545082500284,"lmo2651","AL591824.1",2723159,2723593,"-",435
511,-1.56233883685478,10.4565607355349,0.0101619518723847,0.0338089583621519,"lmo1172","AL591824.1",1200051,1200632,"+",582
716,-2.11687821445356,11.9039480985768,0.010284055908732,0.0339044810150391,"menE","AL591824.1",1725584,1726993,"-",1410
911,-1.87662361928584,11.7309339597888,0.0102872570601187,0.0339044810150391,"lmo2099","AL591824.1",2177571,2179577,"-",2007
281,-1.54035417742562,10.4317748387935,0.0105882448867677,0.0347334014509857,"lmo0706","AL591824.1",739723,740598,"+",876
901,-1.87199348384357,10.7307686452236,0.0114944827688345,0.0375308228080083,"lmo2084","AL591824.1",2161161,2162054,"-",894
631,-8.91839751271734,8.82588145924342,0.0121660116990458,0.0395395380218988,"lmo1462","AL591824.1",1495859,1495894,"-",36
292,-1.67866011999685,10.5592667027709,0.0122919009956685,0.0397645829445127,"lmo0718","AL591824.1",749219,749863,"+",645
